"","Finished","consent","gender","age","residence","education","COVID_sev_general","COVID_pers_harm","COVID_pers_concern","COVID_concern4others","COVID_positive_1","COVID_positive_2","COVID_ndays_lockdown","COVID_lost_job","COVID_info_source","attention_check","app_uptake1","is_accceptable1","participant_benefit","reduce_lik_sev","return_activ_mild","return_activ_sev","reduce_spread_mild","reduce_spread_severe","ability_mild","decline_participate","proportionality","sensitivity","risk_of_harm","trust_intentions","trust_respectprivacy","data_security","ongoing_control","app_uptake2","sunset_app","data_local","is_acceptable2","sunset","opt_out","fm_unres_best","fm_limited","lim_gov","acc_general_1","acc_general_2","acc_general_3","acc_general_4","acc_general_5","acc_general_6","scenario_type"
"1",1,5,1,34,7,3,3,4,4,4,0,0,30,1,"4",1,1,NA,4,NA,3,NA,6,NA,3,2,4,3,5,2,5,5,2,0,1,1,NA,NA,NA,5,4,3,2,2,3,3,3,2,"mild"
"2",1,5,1,30,6,3,1,2,2,2,0,1,35,1,"1,2,3,4,5",3,1,NA,5,NA,3,NA,3,NA,3,4,3,3,3,3,3,3,3,1,NA,NA,NA,NA,NA,3,3,3,1,1,1,1,1,1,"mild"
"3",1,5,1,37,6,3,4,5,3,3,0,0,25,1,"1,5",2,NA,1,NA,6,NA,6,NA,6,NA,4,5,6,4,6,6,6,5,NA,NA,NA,1,NA,NA,2,3,1,1,1,1,1,1,1,"severe"
"4",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mild"
"5",1,5,1,23,1,3,4,3,3,4,0,0,18,1,"1,2",1,NA,1,NA,4,NA,5,NA,3,NA,1,6,3,1,6,4,4,2,NA,NA,NA,1,NA,NA,3,6,2,1,1,2,2,1,1,"severe"
"6",1,5,2,26,3,5,4,4,4,5,0,1,12,0,"1",3,0,NA,4,NA,4,NA,4,NA,4,3,4,4,4,4,4,4,4,0,0,0,NA,NA,NA,4,4,2,3,2,2,3,2,3,"mild"
"7",1,5,2,29,5,5,3,2,2,1,0,0,7,1,"2",3,1,NA,3,NA,3,NA,3,NA,2,4,2,5,2,1,3,3,1,1,NA,NA,NA,NA,NA,4,2,1,2,2,3,2,2,2,"mild"
"8",1,5,1,22,5,2,1,3,3,1,0,1,11,1,"3",1,0,NA,2,NA,1,NA,3,NA,1,3,2,5,3,3,3,3,2,0,0,0,NA,NA,NA,3,4,3,1,3,2,4,2,3,"mild"
"9",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"severe"
"10",1,5,1,62,5,1,4,3,4,3,0,0,14,1,"4,5",1,1,NA,3,NA,3,NA,4,NA,3,4,2,5,4,3,4,4,2,1,NA,NA,NA,NA,NA,4,5,5,2,2,2,2,2,2,"mild"
"11",1,5,1,34,2,5,4,2,3,4,0,0,0,0,"1,4,5",1,NA,1,NA,3,NA,5,NA,5,NA,1,4,6,5,5,3,5,1,NA,NA,NA,1,NA,NA,4,7,3,2,2,2,2,1,1,"severe"
"12",1,5,2,24,1,1,5,1,1,1,0,0,15,1,"1,2,5",4,1,NA,2,NA,2,NA,2,NA,2,4,2,3,3,5,2,3,3,0,1,0,NA,NA,NA,3,3,4,1,2,3,2,2,2,"mild"
"13",1,5,1,34,6,3,4,4,4,4,0,1,42,0,"1,2,3,5",2,1,NA,5,NA,4,NA,5,NA,5,3,5,4,4,5,5,5,4,1,NA,NA,NA,NA,NA,5,5,6,2,3,2,1,2,1,"mild"
"14",1,5,2,56,1,2,4,2,2,2,0,0,7,0,"5",4,0,NA,3,NA,3,NA,3,NA,3,5,3,3,3,3,3,3,3,1,NA,NA,NA,NA,NA,4,4,4,2,2,2,2,2,2,"mild"
"15",1,5,1,23,6,2,3,2,2,2,0,0,13,0,"1,2,3,5",1,NA,0,NA,1,NA,2,NA,2,NA,5,2,6,6,1,1,1,1,NA,NA,NA,0,0,0,3,3,4,1,3,3,2,3,1,"severe"
"16",1,5,1,20,2,3,4,3,3,3,0,0,0,0,"1,2,3,4,5",1,NA,0,NA,3,NA,3,NA,3,NA,4,4,3,3,3,4,3,2,NA,NA,NA,0,1,1,4,3,6,1,4,4,1,2,1,"severe"
"17",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"severe"
"18",1,5,2,45,2,3,4,3,3,4,0,0,15,0,"1,2,3,5",4,NA,0,NA,4,NA,4,NA,4,NA,3,4,4,4,5,4,4,4,NA,NA,NA,0,0,1,4,4,4,3,3,4,4,4,4,"severe"
"19",1,5,2,23,3,5,4,2,3,4,0,0,15,0,"1,2,4,5",1,1,NA,4,NA,5,NA,5,NA,5,4,4,6,5,4,4,4,2,0,1,1,NA,NA,NA,7,4,5,3,3,2,2,3,3,"mild"
"20",1,5,2,31,4,2,4,2,2,2,0,0,14,0,"2",2,NA,0,NA,2,NA,2,NA,3,NA,5,3,3,3,2,2,4,3,NA,NA,NA,0,0,0,2,2,3,2,3,2,3,2,3,"severe"
"21",1,5,2,36,2,2,4,3,4,4,0,1,25,0,"1,2,4,5",3,1,NA,5,NA,5,NA,5,NA,4,2,5,5,6,5,4,5,5,1,NA,NA,NA,NA,NA,6,5,5,2,1,2,2,2,2,"mild"
"22",1,5,2,24,2,5,3,2,3,5,0,0,12,0,"2,4,5,6",1,NA,1,NA,5,NA,5,NA,6,NA,1,4,6,6,6,4,3,4,NA,NA,NA,1,NA,NA,4,5,5,4,2,3,4,1,4,"severe"
"23",1,5,1,32,1,2,5,4,1,5,0,0,25,1,"5",3,NA,1,NA,3,NA,3,NA,3,NA,3,4,3,3,3,6,6,4,NA,NA,NA,1,NA,NA,7,7,7,1,1,1,1,2,1,"severe"
"24",1,5,1,20,6,2,5,4,3,4,0,0,0,1,"1,2",1,0,NA,4,NA,4,NA,4,NA,5,6,2,6,4,1,2,2,2,0,1,1,NA,NA,NA,4,4,4,1,2,2,2,2,2,"mild"
"25",1,5,2,31,6,3,5,2,1,4,0,0,2,0,"2,3,4,5",1,NA,1,NA,5,NA,4,NA,5,NA,1,5,1,4,4,1,6,1,NA,NA,NA,1,NA,NA,3,6,1,4,1,1,1,1,1,"severe"
"26",1,5,2,20,5,3,4,2,2,3,0,0,14,0,"1,2,5",1,1,NA,3,NA,3,NA,4,NA,4,3,4,4,4,4,3,4,4,1,NA,NA,NA,NA,NA,3,4,3,2,2,2,2,2,2,"mild"
"27",1,5,2,67,4,2,4,5,4,4,0,0,15,0,"1,5",1,1,NA,3,NA,3,NA,3,NA,2,4,4,5,3,2,3,3,3,1,NA,NA,NA,NA,NA,4,6,4,2,2,3,2,4,2,"mild"
"28",1,5,1,22,2,1,4,3,3,3,1,0,11,1,"2",4,NA,1,NA,2,NA,3,NA,2,NA,3,2,4,3,2,2,3,3,NA,NA,NA,1,NA,NA,3,5,4,2,3,1,2,2,3,"severe"
"29",1,5,1,37,7,1,3,3,2,4,0,0,6,0,"5",2,1,NA,4,NA,4,NA,4,NA,4,5,4,3,4,4,4,4,3,1,NA,NA,NA,NA,NA,3,5,5,1,2,NA,NA,NA,NA,"mild"
"30",1,5,2,30,1,1,5,4,4,4,0,0,0,0,"3",1,NA,1,NA,4,NA,4,NA,4,NA,3,4,4,4,4,4,4,4,NA,NA,NA,1,NA,NA,4,4,4,3,2,2,2,2,2,"severe"
"31",1,5,1,39,2,1,5,3,5,4,0,0,5,0,"2,5",1,1,NA,4,NA,4,NA,4,NA,5,5,5,6,2,4,4,3,2,1,NA,NA,NA,NA,NA,4,4,5,3,3,3,2,2,2,"mild"
"32",1,5,2,44,6,5,5,5,5,5,0,0,14,1,"1,2,4,5",3,NA,1,NA,6,NA,6,NA,6,NA,6,6,6,6,6,6,6,6,NA,NA,NA,1,NA,NA,7,7,7,1,1,NA,1,1,1,"severe"
"33",1,5,1,67,1,2,3,2,2,3,0,0,14,0,"3,4,5",1,NA,1,NA,5,NA,5,NA,5,NA,2,6,6,4,5,4,6,2,NA,NA,NA,1,NA,NA,4,6,2,1,1,1,NA,2,2,"severe"
"34",1,5,1,31,1,5,4,4,4,4,0,0,NA,0,"2,4,5",2,0,NA,2,NA,3,NA,3,NA,3,3,4,4,4,4,4,4,4,0,1,1,NA,NA,NA,5,4,4,2,2,2,2,2,2,"mild"
"35",1,5,2,44,2,2,4,2,2,3,0,0,0,0,"1,3,4,5",1,NA,1,NA,5,NA,5,NA,5,NA,1,5,2,2,5,3,5,1,NA,NA,NA,1,NA,NA,4,4,4,2,1,3,3,1,3,"severe"
"36",1,5,1,41,4,3,5,4,3,3,1,1,10,1,"2",3,1,NA,1,NA,3,NA,4,NA,4,2,4,4,5,3,2,4,4,1,NA,NA,NA,NA,NA,5,5,4,1,2,2,3,3,3,"mild"
"37",1,5,1,32,2,3,4,3,2,4,1,0,14,1,"1,2,3",4,NA,1,NA,5,NA,2,NA,3,NA,5,4,4,3,4,5,3,5,NA,NA,NA,1,NA,NA,4,6,6,2,3,1,2,2,3,"severe"
"38",1,5,2,32,3,2,4,3,4,3,0,0,19,0,"2,4,5",2,1,NA,4,NA,4,NA,4,NA,4,3,4,4,4,4,4,4,4,1,NA,NA,NA,NA,NA,4,5,5,2,2,2,2,2,2,"mild"
"39",1,5,1,26,1,1,4,1,5,5,0,0,15,0,"2,3,5",1,NA,1,NA,5,NA,4,NA,4,NA,1,5,5,3,5,4,4,1,NA,NA,NA,1,NA,NA,3,4,2,1,2,1,2,3,1,"severe"
"40",1,5,1,53,6,5,3,2,2,2,0,0,0,0,"4,5",1,NA,1,NA,5,NA,5,NA,5,NA,2,5,5,5,5,5,5,4,NA,NA,NA,1,NA,NA,5,5,4,2,2,2,2,2,2,"severe"
"41",1,5,1,33,4,2,4,3,5,4,0,0,10,1,"2,5",2,NA,1,NA,3,NA,2,NA,3,NA,1,3,3,4,4,3,2,2,NA,NA,NA,1,NA,NA,3,5,6,2,2,2,1,2,2,"severe"
"42",1,5,2,44,5,2,4,3,4,4,0,0,21,0,"1,2,3,4,5",1,NA,1,NA,5,NA,5,NA,5,NA,3,4,5,4,4,4,3,2,NA,NA,NA,1,NA,NA,5,4,3,2,2,2,2,1,2,"severe"
"43",1,5,2,42,6,2,5,5,4,4,0,0,31,0,"1,5",1,1,NA,1,NA,4,NA,6,NA,6,6,4,5,2,2,4,4,4,1,NA,NA,NA,NA,NA,4,6,5,3,1,1,3,1,3,"mild"
"44",1,5,2,55,7,5,5,4,4,5,0,0,10,0,"5",1,1,NA,4,NA,3,NA,4,NA,4,6,5,5,3,4,3,3,4,1,NA,NA,NA,NA,NA,3,7,2,3,1,2,3,1,1,"mild"
"45",1,5,3,20,1,1,3,2,2,2,0,0,2,0,"1,2,3",1,0,NA,3,NA,4,NA,4,NA,5,4,5,4,3,4,4,5,4,0,1,1,NA,NA,NA,4,4,5,2,1,1,1,1,3,"mild"
"46",1,5,1,60,6,2,4,4,3,4,0,0,0,0,"1,2,3,4,5",1,NA,1,NA,6,NA,6,NA,6,NA,6,6,3,1,4,6,6,6,NA,NA,NA,1,NA,NA,1,5,5,1,1,1,1,1,1,"severe"
"47",1,5,2,46,5,2,5,2,5,4,0,0,6,0,"1,2,3,4,5",1,0,NA,2,NA,3,NA,3,NA,4,4,1,6,6,1,1,1,1,0,0,0,NA,NA,NA,3,6,6,4,4,4,4,4,4,"mild"
"48",1,5,1,69,1,5,3,2,2,2,0,0,0,0,"1",1,NA,0,NA,2,NA,3,NA,3,NA,1,3,6,4,1,1,2,1,NA,NA,NA,0,0,1,6,5,7,2,4,3,4,3,3,"severe"
"49",1,5,2,43,6,5,4,4,5,4,1,1,15,0,"1,2,3,5",2,NA,1,NA,5,NA,5,NA,5,NA,4,2,3,3,4,3,3,3,NA,NA,NA,1,NA,NA,5,5,5,2,2,2,2,2,2,"severe"
"50",1,5,2,22,2,2,3,1,1,3,0,0,20,0,"3,5",1,NA,0,NA,3,NA,3,NA,2,NA,5,5,4,3,4,4,4,2,NA,NA,NA,1,NA,NA,4,5,3,3,2,3,3,3,2,"severe"
"51",1,5,2,23,2,3,4,3,3,5,0,0,10,0,"2,3,5",1,1,NA,3,NA,3,NA,2,NA,5,4,6,6,5,5,6,6,2,1,NA,NA,NA,NA,NA,5,3,3,1,2,4,2,1,1,"mild"
"52",1,5,1,55,4,1,4,3,3,4,0,0,0,0,"1,2",1,1,NA,3,NA,4,NA,3,NA,6,6,5,5,4,5,5,5,4,1,NA,NA,NA,NA,NA,6,7,6,3,2,3,3,2,1,"mild"
"53",1,5,2,58,2,5,5,5,5,5,0,1,17,0,"1,5",1,1,NA,3,NA,5,NA,5,NA,3,5,6,6,2,6,5,5,5,1,NA,NA,NA,NA,NA,7,3,2,1,1,1,1,1,1,"mild"
"54",1,5,2,68,6,5,4,3,2,3,0,0,0,0,"5",1,0,NA,2,NA,2,NA,2,NA,4,6,3,6,5,3,1,2,1,0,0,0,NA,NA,NA,5,5,5,2,3,3,3,4,1,"mild"
"55",1,5,2,22,3,2,4,2,2,3,0,1,0,0,"1,2,3,4,5",1,1,NA,4,NA,5,NA,6,NA,6,3,4,6,3,2,2,3,2,1,NA,NA,NA,NA,NA,4,4,2,3,2,3,3,2,2,"mild"
"56",1,5,1,21,6,2,5,2,3,4,0,0,0,0,"2,5",1,1,NA,5,NA,5,NA,6,NA,5,3,2,6,4,2,4,4,4,1,NA,NA,NA,NA,NA,5,6,4,2,3,2,4,1,2,"mild"
"57",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mild"
"58",1,5,2,35,6,2,4,4,3,4,0,0,12,1,"2",3,NA,1,NA,3,NA,3,NA,4,NA,3,3,3,5,4,4,4,4,NA,NA,NA,0,1,1,3,4,6,2,1,NA,2,4,4,"severe"
"59",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"severe"
"60",1,5,1,35,2,5,3,1,1,2,0,1,14,0,"1,5",1,NA,0,NA,5,NA,4,NA,5,NA,1,3,4,4,4,5,4,4,NA,NA,NA,0,1,0,6,5,5,2,3,3,4,3,3,"severe"
"61",1,5,1,60,5,3,5,3,3,5,0,0,14,0,"1,3,4,5",1,NA,1,NA,4,NA,4,NA,5,NA,1,6,6,3,5,4,4,1,NA,NA,NA,1,NA,NA,3,5,5,2,1,2,3,2,2,"severe"
"62",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"severe"
"63",1,5,1,64,7,2,3,3,3,3,0,0,0,0,"2",1,0,NA,2,NA,1,NA,2,NA,3,5,1,6,6,1,1,1,2,0,0,0,NA,NA,NA,6,2,7,4,4,4,4,4,4,"mild"
"64",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"severe"
"65",1,5,1,28,4,2,4,4,1,2,1,1,16,1,"1,2",2,NA,0,NA,1,NA,2,NA,1,NA,5,3,2,4,5,2,3,3,NA,NA,NA,0,0,1,1,1,2,1,2,2,2,3,4,"severe"
"66",1,5,1,55,3,3,4,2,2,2,0,0,10,0,"1,4,5",1,NA,0,NA,3,NA,3,NA,3,NA,1,5,5,5,1,1,1,1,NA,NA,NA,0,0,1,6,6,6,3,3,3,3,4,3,"severe"
"67",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mild"
"68",1,5,1,67,2,2,4,3,2,2,0,1,7,0,"1,4,5",1,1,NA,5,NA,6,NA,6,NA,6,5,5,5,3,5,4,5,3,1,NA,NA,NA,NA,NA,4,3,5,2,2,2,3,4,2,"mild"
"69",1,5,1,31,1,5,3,3,3,2,0,0,2,0,"2,3,5",1,NA,1,NA,3,NA,3,NA,4,NA,2,4,2,3,4,4,4,3,NA,NA,NA,1,NA,NA,4,3,4,2,1,2,2,2,1,"severe"
"70",1,5,1,20,6,2,4,2,3,3,0,1,30,0,"1",4,1,NA,3,NA,3,NA,2,NA,3,5,4,4,3,2,5,1,5,0,1,1,NA,NA,NA,3,5,6,1,3,3,2,3,1,"mild"
"71",1,5,2,42,2,3,5,5,4,4,0,0,10,0,"2",1,1,NA,5,NA,5,NA,5,NA,6,2,5,5,5,5,5,5,5,1,NA,NA,NA,NA,NA,6,6,7,1,1,1,1,1,1,"mild"
"72",1,5,2,24,2,2,4,2,4,5,0,0,14,0,"2,3,5",1,NA,0,NA,3,NA,3,NA,5,NA,4,4,5,4,3,4,5,5,NA,NA,NA,0,1,0,3,4,5,2,3,3,2,2,2,"severe"
"73",1,5,1,59,2,2,4,2,4,2,1,0,12,1,"3",1,1,NA,2,NA,4,NA,2,NA,6,5,3,6,6,1,6,5,2,0,1,0,NA,NA,NA,3,5,5,2,3,2,3,3,2,"mild"
"74",1,5,2,38,6,2,4,5,3,3,0,0,15,0,"2,5",1,0,NA,4,NA,4,NA,3,NA,3,3,2,6,6,1,1,2,2,0,0,0,NA,NA,NA,6,5,6,3,4,4,4,4,4,"mild"
"75",1,5,2,48,6,2,4,5,5,5,0,0,16,0,"1,2,3,4,5",1,NA,1,NA,5,NA,5,NA,5,NA,1,6,6,6,6,6,6,6,NA,NA,NA,1,NA,NA,6,6,6,1,1,1,1,1,1,"severe"
"76",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mild"
"77",1,5,1,39,6,1,5,1,1,1,0,0,14,0,"4,5",1,NA,0,NA,4,NA,2,NA,3,NA,4,1,1,3,1,1,1,1,NA,NA,NA,0,0,0,3,4,3,2,4,4,4,4,4,"severe"
"78",1,5,2,26,1,5,4,3,4,3,0,1,11,0,"2,3",1,NA,1,NA,3,NA,4,NA,3,NA,3,6,5,4,6,3,4,2,NA,NA,NA,1,NA,NA,4,4,5,2,3,2,2,1,4,"severe"
"79",1,5,1,27,2,1,1,3,2,5,1,1,15,1,"2,3",4,1,NA,6,NA,2,NA,3,NA,4,4,2,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,5,7,6,2,2,3,3,4,1,"mild"
"80",1,5,2,29,4,5,4,3,4,4,0,0,12,0,"1",1,1,NA,2,NA,3,NA,3,NA,3,4,3,3,3,3,4,3,3,1,NA,NA,NA,NA,NA,4,4,4,3,2,2,3,3,2,"mild"
"81",1,5,1,55,4,2,4,2,2,2,0,0,0,0,"1,3,4",1,NA,0,NA,1,NA,1,NA,1,NA,6,6,6,4,1,1,1,1,NA,NA,NA,0,0,1,7,2,6,4,4,4,4,4,4,"severe"
"82",1,5,2,28,3,5,4,1,1,2,0,0,16,0,"2,5",3,NA,1,NA,4,NA,3,NA,3,NA,4,3,3,3,3,4,3,3,NA,NA,NA,1,NA,NA,5,4,4,3,1,2,2,2,2,"severe"
"83",1,5,2,18,2,3,3,1,1,2,0,0,10,0,"6",1,1,NA,3,NA,3,NA,3,NA,4,4,4,5,3,2,2,3,1,1,NA,NA,NA,NA,NA,6,4,3,3,2,4,4,2,3,"mild"
"84",1,5,2,61,2,3,4,3,3,4,0,0,0,0,"1,3",1,NA,0,NA,3,NA,2,NA,3,NA,1,5,4,2,5,4,4,3,NA,NA,NA,0,0,1,6,5,6,2,4,4,4,2,4,"severe"
"85",1,5,2,26,2,2,4,2,3,3,0,0,14,0,"1,2,5",1,1,NA,4,NA,4,NA,3,NA,3,4,4,4,3,3,4,4,3,1,NA,NA,NA,NA,NA,4,4,4,2,2,3,3,3,2,"mild"
"86",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mild"
"87",1,5,1,44,6,5,3,2,2,4,0,1,10,0,"1",1,NA,0,NA,4,NA,4,NA,4,NA,1,3,5,5,2,3,2,1,NA,NA,NA,0,1,1,3,7,4,2,3,3,3,3,3,"severe"
"88",1,5,2,21,1,1,4,3,4,2,0,1,26,1,"1",1,1,NA,3,NA,1,NA,2,NA,3,6,2,5,1,4,4,5,1,1,NA,NA,NA,NA,NA,6,6,6,1,2,1,2,2,2,"mild"
"89",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mild"
"90",1,5,1,46,4,5,3,3,1,2,0,0,0,0,"5",1,0,NA,2,NA,3,NA,3,NA,5,6,4,5,3,1,1,3,3,0,0,0,NA,NA,NA,6,4,6,1,4,4,4,4,4,"mild"
"91",1,5,1,36,1,5,3,3,4,4,0,0,19,1,"2",3,NA,1,NA,4,NA,5,NA,5,NA,1,6,5,6,6,6,6,5,NA,NA,NA,1,NA,NA,6,7,7,2,3,2,2,4,2,"severe"
"92",1,5,1,63,5,5,4,3,3,3,0,0,0,0,"1,4,5",3,1,NA,3,NA,3,NA,3,NA,3,4,3,3,3,3,3,3,3,1,NA,NA,NA,NA,NA,3,3,5,2,2,2,2,2,2,"mild"
"93",1,5,1,57,1,2,4,2,3,4,0,0,26,0,"1,2,3,5",4,0,NA,5,NA,4,NA,5,NA,5,5,5,6,5,6,5,6,5,0,0,0,NA,NA,NA,6,5,6,1,1,2,2,2,1,"mild"
"94",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"severe"
"95",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mild"
"96",1,5,1,59,3,2,4,5,2,4,0,0,0,0,"1,5",3,1,NA,5,NA,5,NA,5,NA,4,4,5,6,2,4,4,4,2,1,NA,NA,NA,NA,NA,4,3,4,2,3,3,2,3,2,"mild"
"97",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"severe"
"98",1,5,1,26,3,2,4,4,3,4,0,0,19,1,"2,4,5",2,NA,1,NA,5,NA,2,NA,5,NA,2,4,6,5,5,6,4,5,NA,NA,NA,1,NA,NA,6,6,6,1,1,3,2,1,3,"severe"
"99",1,5,2,62,6,2,4,3,2,2,0,0,0,0,"1,5",1,NA,0,NA,4,NA,4,NA,4,NA,2,3,4,2,3,3,4,4,NA,NA,NA,0,1,0,4,5,6,3,2,3,2,2,3,"severe"
"100",1,5,1,59,6,2,4,4,4,4,0,0,20,0,"3,4,5",2,1,NA,5,NA,5,NA,5,NA,5,2,5,5,4,5,5,5,5,1,NA,NA,NA,NA,NA,6,4,2,1,1,1,1,1,1,"mild"
"101",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"severe"
"102",1,5,2,18,2,2,5,2,2,5,0,0,8,0,"2,3",3,NA,1,NA,4,NA,4,NA,4,NA,4,5,4,3,5,3,4,4,NA,NA,NA,1,NA,NA,3,3,4,2,2,3,2,1,2,"severe"
"103",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"severe"
"104",1,5,1,50,4,3,4,5,5,5,0,0,0,0,"1,2,3,4,5",1,NA,1,NA,5,NA,4,NA,5,NA,3,4,4,4,4,4,4,3,NA,NA,NA,1,NA,NA,6,4,4,2,2,2,2,1,1,"severe"
"105",1,5,1,47,2,3,4,3,2,3,0,1,NA,1,"1,2,3,4,5",1,NA,1,NA,4,NA,3,NA,4,NA,3,4,6,5,3,2,4,2,NA,NA,NA,1,NA,NA,6,4,6,2,3,3,3,3,2,"severe"
"106",1,5,2,55,6,2,4,2,2,2,0,0,10,0,"1,4,5",1,1,NA,3,NA,3,NA,4,NA,4,5,5,5,5,5,6,6,6,1,NA,NA,NA,NA,NA,4,4,4,1,1,1,1,1,1,"mild"
"107",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mild"
"108",1,5,1,32,2,5,3,5,3,3,0,0,15,0,"2",1,0,NA,5,NA,2,NA,2,NA,4,4,6,5,6,1,1,3,1,0,0,0,NA,NA,NA,6,5,7,2,3,4,4,4,2,"mild"
"109",1,5,2,22,3,3,2,3,2,2,0,0,6,0,"3",1,NA,1,NA,4,NA,2,NA,3,NA,4,2,2,3,2,3,1,2,NA,NA,NA,1,NA,NA,3,3,5,2,1,2,2,3,3,"severe"
"110",1,5,2,28,2,2,3,3,3,3,0,0,13,0,"1,3,4",3,0,NA,2,NA,3,NA,2,NA,2,5,3,4,3,3,4,4,3,0,1,1,NA,NA,NA,3,3,3,2,3,2,2,2,2,"mild"
"111",1,5,2,50,2,2,3,5,4,4,0,0,NA,0,"5",3,NA,0,NA,4,NA,4,NA,4,NA,3,4,5,4,5,4,4,2,NA,NA,NA,0,1,0,5,6,6,3,3,3,4,3,1,"severe"
"112",1,5,1,68,3,2,4,2,2,2,0,0,21,0,"1,2,3,4,5",1,1,NA,5,NA,5,NA,5,NA,5,4,5,5,4,5,5,5,5,1,NA,NA,NA,NA,NA,6,5,5,2,2,2,2,2,2,"mild"
