"","Finished","consent","gender","age","residence","education","COVID_sev_general","COVID_pers_harm","COVID_pers_concern","COVID_concern4others","COVID_positive_1","COVID_positive_2","COVID_ndays_lockdown","COVID_lost_job","COVID_info_source","attention_check","app_uptake1","is_accceptable1","participant_benefit","reduce_lik_sev","return_activ_mild","return_activ_sev","reduce_spread_mild","reduce_spread_severe","ability_mild","decline_participate","proportionality","sensitivity","risk_of_harm","trust_intentions","trust_respectprivacy","data_security","ongoing_control","app_uptake2","sunset_app","data_local","is_acceptable2","sunset","opt_out","fm_unres_best","fm_limited","lim_gov","acc_general_1","acc_general_2","acc_general_3","acc_general_4","acc_general_5","acc_general_6","scenario_type"
"354",1,5,2,36,5,2,4,3,4,4,1,1,21,0,"2,5",1,NA,0,NA,1,NA,1,NA,2,NA,1,2,5,5,1,2,2,1,NA,NA,NA,0,0,0,4,5,5,3,4,4,4,3,2,"severe"
"355",1,5,2,20,6,3,4,1,2,3,0,0,15,0,"1,2,3,5",1,0,NA,2,NA,2,NA,3,NA,6,6,5,3,4,2,3,5,3,0,0,1,NA,NA,NA,3,6,5,3,3,4,3,4,2,"mild"
"356",1,5,1,23,7,3,3,3,3,5,0,0,15,0,"1,4,5",2,0,NA,5,NA,4,NA,4,NA,4,3,3,4,4,2,3,3,4,1,NA,NA,NA,NA,NA,4,4,4,2,3,3,4,3,3,"mild"
"357",1,5,1,71,3,2,4,4,4,4,0,0,NA,0,"1,5,6",1,1,NA,3,NA,3,NA,3,NA,6,6,6,2,1,6,6,6,6,1,NA,NA,NA,NA,NA,3,5,4,2,2,2,2,1,2,"mild"
"358",1,5,2,38,2,3,4,3,3,4,0,1,7,1,"5",1,NA,1,NA,2,NA,2,NA,3,NA,3,4,4,4,3,3,3,2,NA,NA,NA,1,NA,NA,4,4,5,1,3,2,3,2,1,"severe"
"359",1,5,1,32,2,5,5,5,5,5,1,1,25,1,"1,2,3,4,5",1,1,NA,6,NA,6,NA,6,NA,6,1,6,6,6,6,6,6,6,1,NA,NA,NA,NA,NA,7,6,6,1,1,1,1,1,1,"mild"
"360",1,5,1,20,2,4,3,2,1,2,0,0,1,0,"5",1,NA,1,NA,3,NA,4,NA,1,NA,4,5,3,4,2,3,5,5,NA,NA,NA,1,NA,NA,6,5,3,3,4,4,2,3,2,"severe"
"361",1,5,2,31,6,1,2,2,2,2,0,0,13,0,"5",4,NA,0,NA,4,NA,3,NA,3,NA,4,2,3,3,4,3,3,2,NA,NA,NA,0,0,0,3,3,4,1,2,3,3,3,2,"severe"
"362",1,5,2,20,2,3,4,3,2,2,0,0,6,1,"1",4,0,NA,2,NA,2,NA,2,NA,3,5,2,6,4,2,2,2,2,0,0,0,NA,NA,NA,3,5,4,3,3,3,3,2,4,"mild"
"363",1,5,2,23,3,1,5,5,5,5,0,1,20,1,"2",2,1,NA,3,NA,1,NA,4,NA,6,1,5,6,4,4,4,5,3,1,NA,NA,NA,NA,NA,2,2,5,2,1,2,2,2,1,"mild"
"364",1,5,2,38,1,5,5,4,5,5,0,0,8,0,"2,3,5",4,NA,1,NA,3,NA,2,NA,4,NA,4,4,4,5,5,4,2,1,NA,NA,NA,0,1,0,3,1,7,1,2,2,2,3,2,"severe"
"365",1,5,1,52,5,3,4,4,2,2,0,0,10,0,"4,5",1,0,NA,1,NA,2,NA,3,NA,3,5,2,6,3,3,3,3,2,0,1,1,NA,NA,NA,5,5,6,4,3,3,3,3,3,"mild"
"366",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mild"
"367",1,5,1,68,6,5,4,4,3,3,0,0,5,0,"1,2,3,4,5",1,1,NA,5,NA,5,NA,5,NA,5,4,4,6,3,5,4,4,3,1,NA,NA,NA,NA,NA,6,6,3,1,2,2,1,2,2,"mild"
"368",1,5,2,68,1,1,5,4,2,1,0,0,0,0,"1,2,3",4,NA,0,NA,2,NA,2,NA,3,NA,3,3,5,5,2,3,2,1,NA,NA,NA,0,0,0,4,4,4,2,3,2,3,3,3,"severe"
"369",1,5,2,39,6,5,4,4,4,4,0,0,27,0,"3",4,NA,1,NA,4,NA,4,NA,4,NA,2,4,3,4,3,4,3,4,NA,NA,NA,1,NA,NA,4,5,3,3,2,3,3,3,3,"severe"
"370",1,5,1,30,2,3,5,4,5,4,0,0,21,0,"2,3,5",1,1,NA,4,NA,4,NA,3,NA,4,3,3,4,5,4,3,5,3,1,NA,NA,NA,NA,NA,4,5,4,2,2,3,3,3,2,"mild"
"371",1,5,1,28,2,3,4,4,3,4,0,1,14,1,"2,4",1,1,NA,4,NA,5,NA,4,NA,5,2,5,5,4,4,5,6,4,1,NA,NA,NA,NA,NA,6,6,6,1,2,2,1,1,1,"mild"
"372",1,5,2,69,2,3,4,3,2,4,0,0,0,0,"1,5",1,NA,1,NA,5,NA,4,NA,4,NA,2,5,5,2,5,4,5,2,NA,NA,NA,1,NA,NA,6,4,6,3,2,3,2,2,2,"severe"
"373",1,5,2,49,2,3,4,2,2,4,0,0,2,0,"1,5",1,NA,1,NA,2,NA,3,NA,3,NA,1,6,4,2,5,5,5,2,NA,NA,NA,1,NA,NA,4,5,4,1,1,1,1,1,1,"severe"
"374",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"severe"
"375",1,5,2,25,2,5,5,1,2,4,0,0,9,0,"1,2,3,5",3,1,NA,1,NA,4,NA,1,NA,4,3,4,4,4,4,3,3,4,1,NA,NA,NA,NA,NA,4,4,7,3,4,1,2,2,2,"mild"
"376",1,5,1,51,2,2,2,2,3,2,1,1,19,1,"3",4,1,NA,3,NA,3,NA,3,NA,3,4,3,3,3,3,3,3,2,1,NA,NA,NA,NA,NA,2,4,3,1,3,2,3,3,2,"mild"
"377",1,5,1,27,3,2,4,1,2,4,0,0,39,0,"2",1,NA,0,NA,5,NA,4,NA,4,NA,4,3,5,4,3,4,2,3,NA,NA,NA,0,1,0,3,4,2,2,3,3,4,3,2,"severe"
"378",1,5,1,26,5,3,4,4,4,3,0,0,21,0,"1,2,4,5",2,NA,1,NA,4,NA,5,NA,6,NA,2,4,5,4,5,5,6,5,NA,NA,NA,1,NA,NA,5,5,6,3,2,3,3,2,3,"severe"
"379",1,5,1,52,1,1,4,4,3,3,0,0,0,0,"5",1,NA,0,NA,2,NA,2,NA,2,NA,1,4,5,5,3,2,3,2,NA,NA,NA,0,0,0,4,4,4,3,4,4,4,4,3,"severe"
"380",1,5,2,30,4,1,4,3,3,2,0,0,15,1,"5",2,0,NA,3,NA,3,NA,3,NA,3,3,3,3,3,3,3,3,3,0,0,0,NA,NA,NA,3,4,4,3,3,2,2,3,3,"mild"
"381",1,5,2,70,3,1,3,3,1,1,0,0,33,0,"6",4,1,NA,2,NA,3,NA,3,NA,3,4,4,4,2,5,5,5,5,1,NA,NA,NA,NA,NA,6,4,3,1,1,1,1,1,1,"mild"
"382",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mild"
"383",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"severe"
"384",1,5,1,67,4,2,4,4,4,4,0,0,50,0,"5",1,NA,1,NA,5,NA,4,NA,4,NA,5,5,4,2,5,5,5,5,NA,NA,NA,1,NA,NA,4,5,4,1,1,1,1,1,1,"severe"
"385",1,5,1,70,2,5,3,3,3,3,0,1,0,0,"1,2,5,6",1,1,NA,3,NA,4,NA,4,NA,5,5,6,5,2,6,6,6,5,1,NA,NA,NA,NA,NA,6,5,6,1,1,1,1,1,1,"mild"
"386",1,5,2,36,6,1,4,3,4,4,0,0,0,0,"4,5",1,NA,1,NA,2,NA,2,NA,2,NA,1,1,2,3,1,1,1,1,NA,NA,NA,0,1,1,4,4,6,1,2,3,3,1,2,"severe"
"387",1,5,1,54,1,2,3,2,3,4,0,1,30,0,"5",2,NA,1,NA,3,NA,3,NA,4,NA,3,3,4,3,3,3,3,3,NA,NA,NA,0,0,1,3,3,3,3,3,3,3,3,3,"severe"
"388",1,5,2,77,2,1,5,5,5,5,0,0,25,0,"5",2,1,NA,4,NA,2,NA,2,NA,3,4,5,2,2,2,2,2,5,1,NA,NA,NA,NA,NA,4,4,7,1,4,1,2,4,4,"mild"
"389",1,5,1,32,1,3,4,2,4,4,0,0,8,0,"1,2,3,5",1,NA,1,NA,4,NA,3,NA,4,NA,1,2,6,5,1,2,5,1,NA,NA,NA,0,0,1,4,4,3,1,3,4,3,4,3,"severe"
"390",1,5,2,48,4,2,4,2,1,4,0,0,0,0,"1,4,5",1,1,NA,3,NA,5,NA,5,NA,6,6,4,4,2,4,5,4,3,1,NA,NA,NA,NA,NA,5,5,5,2,2,1,1,3,2,"mild"
"391",1,5,1,33,6,5,1,4,4,3,1,1,14,1,"1,3,4,5",4,NA,1,NA,5,NA,5,NA,5,NA,2,5,5,5,4,6,4,5,NA,NA,NA,1,NA,NA,6,5,6,1,2,3,2,3,2,"severe"
"392",1,5,1,35,5,5,2,3,3,3,0,0,0,0,"1,2,3,4",1,NA,1,NA,4,NA,4,NA,4,NA,3,4,5,4,3,6,3,5,NA,NA,NA,1,NA,NA,5,5,6,2,2,1,1,1,1,"severe"
"393",1,5,1,52,4,1,4,5,2,2,0,0,0,0,"5",1,NA,1,NA,1,NA,1,NA,1,NA,1,3,6,4,1,2,3,1,NA,NA,NA,1,NA,NA,4,4,4,3,1,4,1,1,4,"severe"
"394",1,5,1,68,2,2,5,5,4,4,0,0,14,0,"1,4,5",1,1,NA,3,NA,3,NA,3,NA,5,6,6,1,1,6,5,5,1,1,NA,NA,NA,NA,NA,6,2,4,4,1,1,2,3,3,"mild"
"395",1,5,2,66,3,3,5,4,4,4,0,1,14,1,"1,2,3,5",1,NA,1,NA,6,NA,5,NA,6,NA,2,6,5,4,5,5,5,2,NA,NA,NA,1,NA,NA,4,4,4,1,1,2,1,1,1,"severe"
"396",1,5,2,47,1,1,2,3,3,4,0,0,21,0,"2,3,5",1,NA,0,NA,1,NA,1,NA,1,NA,1,1,1,6,1,1,1,6,NA,NA,NA,0,0,0,1,4,7,4,4,3,4,4,4,"severe"
"397",1,5,1,68,7,5,4,5,5,4,0,0,0,1,"1,3,4,5",1,1,NA,5,NA,5,NA,5,NA,5,4,5,6,4,5,4,4,1,1,NA,NA,NA,NA,NA,3,6,7,2,1,1,1,1,1,"mild"
"398",1,5,2,19,2,3,4,2,3,2,0,0,20,1,"4,5",2,0,NA,4,NA,4,NA,3,NA,2,2,5,4,5,4,3,3,5,0,1,0,NA,NA,NA,5,5,3,2,3,3,2,3,1,"mild"
"399",1,5,1,54,1,3,3,2,1,1,0,0,16,0,"2,3,6",1,NA,0,NA,1,NA,1,NA,1,NA,1,1,6,6,1,1,2,1,NA,NA,NA,0,0,0,5,3,7,4,4,4,4,4,4,"severe"
"400",1,5,2,34,6,3,3,1,1,2,0,0,14,1,"5",1,0,NA,1,NA,1,NA,1,NA,1,6,1,6,6,1,1,1,1,0,0,0,NA,NA,NA,6,1,7,4,4,4,4,4,4,"mild"
"401",1,5,1,38,1,5,4,4,4,5,1,0,39,1,"5",2,1,NA,5,NA,6,NA,5,NA,4,4,5,6,6,6,4,5,6,1,NA,NA,NA,NA,NA,5,6,4,3,2,1,3,2,4,"mild"
"402",1,5,2,27,2,2,5,2,3,5,0,0,50,0,"2,3,4,5",4,NA,0,NA,1,NA,2,NA,3,NA,5,1,4,4,2,1,5,1,NA,NA,NA,1,NA,NA,5,2,7,1,2,2,4,1,1,"severe"
"403",1,5,2,74,1,2,4,2,2,5,0,1,0,0,"4,5",1,1,NA,4,NA,4,NA,4,NA,4,6,5,4,2,5,5,5,5,1,NA,NA,NA,NA,NA,4,4,5,2,1,2,1,1,1,"mild"
"404",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mild"
"405",1,5,2,64,2,5,4,5,3,3,0,0,7,0,"1,2,3",1,0,NA,5,NA,2,NA,4,NA,4,5,6,6,3,3,4,4,4,0,0,0,NA,NA,NA,4,4,4,1,2,2,2,4,2,"mild"
"406",1,5,1,48,1,1,4,3,2,3,0,0,1,0,"1,2,5",1,1,NA,4,NA,4,NA,4,NA,4,5,4,5,3,5,5,4,4,1,NA,NA,NA,NA,NA,4,4,5,1,1,3,1,1,1,"mild"
"407",1,5,2,39,4,3,1,1,1,1,0,0,0,0,"1,2,3,4,5",1,0,NA,1,NA,1,NA,1,NA,1,5,1,6,6,1,1,1,1,0,0,0,NA,NA,NA,2,6,7,4,4,4,4,4,4,"mild"
"408",1,5,2,35,5,2,5,1,4,4,0,0,30,0,"5",1,1,NA,4,NA,3,NA,4,NA,5,5,4,4,2,4,4,5,2,1,NA,NA,NA,NA,NA,6,3,4,2,3,3,2,2,2,"mild"
"409",1,5,2,56,2,2,4,3,3,2,0,0,12,0,"5",1,NA,0,NA,2,NA,3,NA,2,NA,3,3,3,2,2,2,2,2,NA,NA,NA,0,0,1,4,4,4,3,3,3,3,3,3,"severe"
"410",1,5,2,30,4,2,2,3,4,4,0,0,14,0,"1,2,3,4,5",2,1,NA,4,NA,5,NA,4,NA,3,3,4,5,5,4,5,5,4,1,NA,NA,NA,NA,NA,6,6,6,1,2,1,1,2,2,"mild"
"411",1,5,2,41,5,3,4,2,2,4,0,0,5,0,"1,5",1,NA,0,NA,1,NA,3,NA,1,NA,1,6,5,3,4,2,2,1,NA,NA,NA,0,0,1,4,4,2,2,4,3,3,2,1,"severe"
"412",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"severe"
"413",1,5,2,50,3,2,3,2,2,2,0,0,0,0,"1,2,4,5",1,0,NA,1,NA,1,NA,1,NA,2,3,2,4,3,1,1,1,1,0,1,1,NA,NA,NA,4,6,5,1,3,3,3,2,2,"mild"
"414",1,5,1,26,1,5,4,4,3,3,0,0,3,1,"5",3,0,NA,4,NA,3,NA,4,NA,3,3,3,4,4,4,3,4,3,0,0,0,NA,NA,NA,5,3,4,3,3,1,3,4,3,"mild"
"415",1,5,2,45,1,2,3,3,2,2,0,0,13,0,"6",1,NA,0,NA,3,NA,2,NA,3,NA,4,3,3,3,3,3,3,3,NA,NA,NA,0,0,0,4,4,4,2,2,2,2,2,2,"severe"
"416",1,5,2,36,2,5,3,4,5,5,1,1,14,1,"1,2,3,4,5",1,NA,1,NA,5,NA,5,NA,6,NA,3,5,5,5,5,6,6,6,NA,NA,NA,1,NA,NA,6,5,6,1,1,1,1,1,1,"severe"
"417",1,5,1,34,5,4,4,3,1,3,0,0,14,0,"5",1,1,NA,4,NA,4,NA,4,NA,5,3,4,4,4,4,4,5,4,1,NA,NA,NA,NA,NA,4,4,4,3,2,3,3,2,3,"mild"
"418",1,5,2,45,2,1,4,3,3,2,0,0,10,0,"2,5",2,NA,0,NA,3,NA,3,NA,3,NA,3,4,5,5,2,2,4,2,NA,NA,NA,0,1,1,4,4,3,2,3,3,4,4,2,"severe"
"419",1,5,1,56,2,2,3,3,3,2,0,0,12,0,"3,5",4,NA,1,NA,4,NA,4,NA,3,NA,4,4,4,4,4,4,4,4,NA,NA,NA,1,NA,NA,5,4,5,2,2,2,3,1,2,"severe"
"420",1,5,2,70,2,1,5,5,5,5,0,0,26,0,"5",1,NA,1,NA,3,NA,2,NA,1,NA,4,6,6,3,1,1,2,2,NA,NA,NA,1,NA,NA,4,4,1,3,2,2,3,1,1,"severe"
"421",1,5,1,44,7,5,3,3,3,4,0,0,0,0,"1,4,5",1,NA,1,NA,4,NA,4,NA,5,NA,2,5,3,2,5,4,4,2,NA,NA,NA,1,NA,NA,4,5,4,1,1,1,2,1,1,"severe"
"422",1,5,1,20,2,3,2,5,3,4,0,1,22,1,"2,3,5",2,NA,1,NA,3,NA,6,NA,4,NA,2,4,4,5,5,6,6,4,NA,NA,NA,1,NA,NA,5,7,6,1,1,1,1,2,1,"severe"
"423",1,5,1,67,3,2,5,5,4,4,0,0,14,1,"5",1,NA,1,NA,1,NA,3,NA,5,NA,2,5,5,3,6,5,5,1,NA,NA,NA,1,NA,NA,6,5,4,2,2,2,2,2,2,"severe"
"424",1,5,1,62,5,1,3,3,2,3,0,0,20,0,"1,4,5",4,NA,0,NA,3,NA,4,NA,4,NA,3,4,4,4,4,4,3,3,NA,NA,NA,0,1,1,4,5,5,2,2,2,2,2,2,"severe"
"425",1,5,2,27,2,3,5,2,2,4,0,1,0,0,"2,4,5",1,NA,1,NA,3,NA,4,NA,5,NA,1,6,5,2,5,5,6,1,NA,NA,NA,1,NA,NA,5,4,2,1,1,2,2,1,1,"severe"
"426",1,5,1,30,5,3,4,2,1,2,0,0,13,0,"1",1,1,NA,3,NA,1,NA,6,NA,3,4,4,5,5,3,3,3,2,1,NA,NA,NA,NA,NA,3,3,3,1,3,2,3,2,2,"mild"
"427",1,5,1,67,5,5,5,4,4,5,0,0,9,0,"1,4,5",1,NA,0,NA,2,NA,1,NA,4,NA,1,2,6,5,2,4,5,2,NA,NA,NA,0,0,0,5,6,4,4,4,4,3,2,2,"severe"
"428",1,5,1,60,2,2,3,2,2,2,0,0,NA,0,"1,2,4,5",1,1,NA,5,NA,5,NA,6,NA,4,4,5,3,2,5,5,4,5,1,NA,NA,NA,NA,NA,3,3,2,2,2,3,3,1,2,"mild"
"429",1,5,2,40,4,2,4,4,3,4,0,0,0,0,"1,5",1,1,NA,5,NA,5,NA,4,NA,3,5,4,4,1,5,5,5,3,1,NA,NA,NA,NA,NA,4,5,2,2,1,1,2,1,3,"mild"
"430",1,5,1,37,7,5,4,4,5,4,0,0,NA,0,"2,3,5",2,NA,1,NA,5,NA,4,NA,6,NA,3,5,6,5,6,4,4,5,NA,NA,NA,1,NA,NA,5,6,7,2,3,2,1,2,3,"severe"
"431",1,5,1,39,3,5,3,2,3,4,0,1,10,1,"2",2,1,NA,4,NA,4,NA,2,NA,3,4,2,3,4,2,4,2,4,1,NA,NA,NA,NA,NA,3,5,4,2,3,2,1,2,3,"mild"
"432",1,5,1,40,1,5,4,4,5,4,0,1,14,0,"1,2,3,5",2,1,NA,5,NA,6,NA,6,NA,5,2,5,5,5,5,6,6,6,1,NA,NA,NA,NA,NA,6,5,5,2,1,2,2,2,2,"mild"
"433",1,5,1,30,1,3,4,3,3,4,0,0,5,0,"2,3",1,NA,1,NA,3,NA,3,NA,4,NA,2,3,4,4,3,3,3,1,NA,NA,NA,1,NA,NA,4,3,3,2,3,3,3,2,2,"severe"
"434",1,5,2,33,5,2,3,1,1,3,0,0,2,0,"2,3",1,NA,1,NA,1,NA,1,NA,1,NA,1,6,2,2,5,4,5,1,NA,NA,NA,1,NA,NA,7,4,7,2,2,4,3,1,1,"severe"
"435",1,5,1,58,6,5,3,3,2,2,0,0,NA,0,"1,4,5",1,1,NA,2,NA,3,NA,2,NA,2,4,3,4,2,3,3,2,1,1,NA,NA,NA,NA,NA,5,5,7,4,2,3,2,2,2,"mild"
"436",1,5,1,68,2,5,5,4,2,5,0,0,5,0,"1,2,3,4,5",1,NA,1,NA,2,NA,2,NA,2,NA,3,4,5,3,3,2,3,2,NA,NA,NA,1,NA,NA,4,5,2,2,2,2,2,2,2,"severe"
"437",1,5,2,66,7,5,3,4,2,4,0,0,15,0,"1,3,5",1,1,NA,3,NA,2,NA,5,NA,5,6,4,3,4,5,5,4,2,1,NA,NA,NA,NA,NA,1,4,6,1,1,1,3,3,1,"mild"
"438",1,5,2,55,5,3,5,2,2,4,0,0,0,0,"1,4,5",1,0,NA,4,NA,4,NA,4,NA,3,5,3,5,1,4,2,5,3,0,0,1,NA,NA,NA,3,2,6,3,1,2,1,2,1,"mild"
"439",1,5,2,57,6,2,4,4,4,4,0,0,20,0,"2,4,5",1,1,NA,2,NA,2,NA,3,NA,3,4,3,2,3,2,2,3,2,0,0,1,NA,NA,NA,2,4,4,3,3,2,3,3,3,"mild"
"440",1,5,2,34,2,4,5,4,5,5,0,0,20,1,"1,2,3,4,5",2,1,NA,6,NA,1,NA,4,NA,6,2,6,6,5,6,6,5,6,0,1,0,NA,NA,NA,7,7,7,1,1,1,1,1,1,"mild"
"441",1,5,2,42,1,5,3,2,2,3,0,0,10,0,"1,5",1,0,NA,2,NA,2,NA,2,NA,6,6,2,5,4,1,1,2,1,0,0,0,NA,NA,NA,5,4,4,3,3,4,4,3,4,"mild"
"442",1,5,1,67,2,1,5,4,3,3,0,0,14,0,"5",1,NA,1,NA,4,NA,4,NA,4,NA,2,4,3,2,3,3,4,2,NA,NA,NA,1,NA,NA,5,4,3,2,1,2,2,1,2,"severe"
"443",1,5,1,36,6,5,3,3,3,3,0,0,NA,1,"1,2,4",4,NA,0,NA,3,NA,4,NA,4,NA,4,3,4,3,4,3,4,3,NA,NA,NA,1,NA,NA,4,5,5,2,2,2,2,2,2,"severe"
"444",1,5,1,40,5,1,5,5,5,5,0,0,0,0,"1,2,3,4,5",3,1,NA,1,NA,1,NA,1,NA,1,3,3,4,4,4,4,4,3,1,NA,NA,NA,NA,NA,4,4,4,3,2,2,2,3,2,"mild"
"445",1,5,1,57,1,1,3,3,2,2,0,0,13,0,"4,5",1,0,NA,2,NA,3,NA,1,NA,6,6,1,6,5,1,1,1,3,0,0,0,NA,NA,NA,1,5,3,4,4,4,4,4,4,"mild"
"446",1,5,2,40,2,2,4,3,3,4,0,0,6,0,"4,5",2,1,NA,5,NA,6,NA,6,NA,6,6,6,1,5,6,6,6,4,1,NA,NA,NA,NA,NA,1,1,1,4,2,2,3,2,2,"mild"
"447",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mild"
"448",1,5,1,58,5,5,4,2,2,3,0,0,17,0,"1,4,5",1,NA,1,NA,4,NA,4,NA,4,NA,4,4,5,4,5,5,5,2,NA,NA,NA,1,NA,NA,6,4,5,3,2,2,2,1,2,"severe"
"449",1,5,2,20,7,2,4,1,1,1,0,0,0,0,"2",1,0,NA,2,NA,1,NA,2,NA,2,4,1,4,5,1,2,1,2,0,0,0,NA,NA,NA,4,4,7,2,4,3,4,4,4,"mild"
"450",1,5,2,29,5,3,4,3,3,5,0,0,14,0,"2,3,4,5",1,NA,1,NA,3,NA,3,NA,4,NA,1,2,5,3,2,1,3,1,NA,NA,NA,1,NA,NA,6,5,6,2,3,3,4,2,2,"severe"
"451",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mild"
"452",1,5,1,48,6,2,3,4,3,2,0,0,0,1,"1,5",1,0,NA,2,NA,3,NA,4,NA,4,5,2,5,3,3,3,3,5,0,1,1,NA,NA,NA,3,6,2,4,2,2,4,2,3,"mild"
"453",1,5,1,38,6,2,3,2,2,2,0,0,0,0,"6",1,NA,0,NA,2,NA,2,NA,2,NA,2,1,5,3,1,1,3,1,NA,NA,NA,0,0,0,4,4,4,4,4,3,4,4,4,"severe"
"454",1,5,2,44,6,2,3,2,2,2,0,0,14,0,"5",1,1,NA,3,NA,4,NA,4,NA,5,4,2,3,3,3,4,3,4,1,NA,NA,NA,NA,NA,4,4,4,3,2,2,2,2,2,"mild"
"455",1,5,2,52,1,2,4,4,3,3,0,0,0,0,"1,2,3,4,5",1,0,NA,4,NA,4,NA,4,NA,4,3,5,5,3,5,5,4,3,0,1,1,NA,NA,NA,5,6,5,2,2,2,2,2,2,"mild"
"456",1,5,2,58,7,2,4,4,4,4,0,0,10,0,"1,3,4,5",1,NA,0,NA,1,NA,1,NA,1,NA,5,2,6,5,1,1,1,1,NA,NA,NA,0,0,0,4,6,6,2,4,1,4,3,3,"severe"
"457",1,5,1,60,1,5,4,3,3,4,0,0,0,0,"1,3,4,5",1,NA,1,NA,3,NA,2,NA,3,NA,1,5,5,4,5,4,5,1,NA,NA,NA,1,NA,NA,5,6,5,1,2,2,2,2,2,"severe"
"458",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mild"
"459",1,5,2,61,6,2,4,4,3,4,0,0,0,0,"1,3,5",1,NA,0,NA,2,NA,1,NA,3,NA,1,3,6,5,1,1,2,1,NA,NA,NA,0,0,1,4,3,4,4,3,4,4,2,3,"severe"
"460",1,5,2,42,2,3,4,2,4,4,0,0,14,0,"1,2,4,5",1,NA,1,NA,4,NA,3,NA,4,NA,1,4,4,3,4,4,4,4,NA,NA,NA,1,NA,NA,7,4,5,2,2,2,2,1,2,"severe"
"461",1,5,1,44,1,2,4,4,5,5,0,0,7,0,"1,2,4",1,1,NA,6,NA,6,NA,6,NA,5,3,4,5,2,5,5,4,4,1,NA,NA,NA,NA,NA,6,6,2,1,1,1,1,1,1,"mild"
"462",1,5,1,64,2,2,4,4,4,4,0,0,9,0,"1,2,3,5",1,1,NA,4,NA,4,NA,4,NA,4,3,4,5,5,4,4,4,3,1,NA,NA,NA,NA,NA,5,6,6,2,2,2,2,3,2,"mild"
"463",1,5,1,32,2,3,3,2,2,2,0,0,14,1,"1,4,5",4,NA,1,NA,2,NA,2,NA,2,NA,4,2,3,3,3,3,3,3,NA,NA,NA,1,NA,NA,3,3,3,1,1,1,2,2,2,"severe"
"464",1,5,1,72,5,5,4,3,2,3,0,0,35,0,"1,4,5",1,NA,1,NA,3,NA,3,NA,3,NA,2,5,5,2,5,5,5,2,NA,NA,NA,1,NA,NA,3,6,6,2,2,2,2,3,2,"severe"
"465",1,5,2,36,3,5,4,4,4,5,0,0,20,0,"1,2,3,4,5",2,NA,1,NA,3,NA,4,NA,5,NA,4,2,6,6,2,4,4,4,NA,NA,NA,0,1,0,1,4,6,1,4,4,3,2,2,"severe"
"466",1,5,1,45,4,2,5,4,4,4,0,0,30,0,"5",1,NA,1,NA,4,NA,4,NA,4,NA,4,3,4,3,3,2,2,2,NA,NA,NA,1,NA,NA,4,3,6,3,2,3,2,2,2,"severe"
"467",1,5,2,37,1,3,3,2,4,2,0,1,20,1,"2,3",4,1,NA,3,NA,5,NA,2,NA,4,3,2,4,2,4,3,4,2,1,NA,NA,NA,NA,NA,3,5,3,2,3,1,1,1,3,"mild"
