"","duration","Finished","consent","gender","age","residence","education","smartphoneuse","COVID_pos","COVID_pos_others","COVID_probability_1","COVID_pers_harm","COVID_sev_general","COVID_pers_concern","COVID_concern4others","COVID_lost_job","COVID_info_source_1","COVID_info_source_2","COVID_info_source_3","COVID_info_source_4","COVID_info_source_5","COVID_info_source_6","COVID_info_source_7","COVID_info_trust_1","COVID_info_trust_2","COVID_info_trust_3","COVID_info_trust_4","COVID_info_trust_5","COVID_info_trust_6","Gov_understand","Gov_helpful","COVID_govresponse_1","COVID_govresponse_2","COVID_govresponse_3","COVID_govresponse_4","COVID_govresponse_5","COVID_govresponse_6","COVID_govresponse_7","COVID_govresponse_8","COVID_govresponse_9","COVID_govresponse_10","COVID_govresponse_11","COVID_govresponse_12","COVID_govresponse_13","COVID_govresponse_14","COVID_comply_pers","ahal_abst","ahal_hyg","ahal_mask","ahal_luft","COVID_comply_percent","RKI_technology","RKI_data_access","attention_check","RKI_download","RKI_download_time","RKI_left_installed","RKI_blutooth","RKI_friends_family","RKI_deinstalled","RKI_reasons_open","RKI_reasons","RKI_future_download","RKI_reasons_not_open","RKI_reasons_not_down","COVID_test","positive_upload","reasons_noup_open","reasons_noupload","upload_fut","noup_fut_reasons_op","noupload_reasons","RKI_prevalence_app","RKI_mandatory","noupload_reasons_all","upload_other_reasons","cwa_warn","cwa_warn_understand_1","cwa_warn_understand_2","cwa_warn_understand_3","cwa_green_wastun","cwa_red_wastun","cwa_understand_open","reduce_lik_bt","return_activ_past","return_activ_fut","reduce_spread_past","reduce_spread_fut","ability_bt","decline_part_bt","proportionality_bt","sensitivity_bt","risk_of_harm_bt","trust_intentions_bt","trust_respectpriv_bt","data_security_bt","ongoing_control","acc_general_1","acc_general_2","acc_general_3","acc_general_4","acc_general_5","acc_general_6","wv_freemarket_best","wv_freemarket_lim","wv_lim_gov","sci_betterlives","sci_nextgenopp","Conspir_1","Conspir_2","Conspir_3","Conspir_4","Conspir_5","Conspir_6_rev","Conspir_7","free_text"
"1",7,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",874,1,5,1,63,2,5,1,0,0,94,5,4,4,4,0,3,1,2,5,5,3,1,4,2,4,5,5,5,3,4,1,2,2,4,1,1,4,5,5,5,5,5,4,4,2,5,5,5,5,80,1,"4",1,1,2,1,2,1,NA,"Ich versuche andere zu schï¿½ï¿½tzen falls ich infiziert wu","1,3,4",NA,NA,NA,1,NA,NA,NA,1,NA,NA,25,1,"1,3,7",NA,2,5,5,3,"1,6,7","2,5,11","nein",1,1,4,2,2,4,6,6,1,1,6,6,6,6,4,4,4,4,1,4,3,6,4,5,5,1,2,1,1,1,2,1,NA
"3",800,1,5,2,22,5,3,1,0,1,29,2,4,2,4,0,4,2,4,4,4,4,2,4,3,4,4,4,5,4,3,3,3,1,3,3,3,4,5,5,5,4,4,4,3,2,5,5,5,5,95,2,"1,2",1,1,1,1,4,1,NA,"Zur meiner Gesundheit,aber auch fï¿½ï¿½r die Gesundheit meiner Mitmens","1,2,3",NA,NA,NA,1,NA,NA,NA,1,NA,NA,30,1,"1,5",NA,1,3,4,2,"5,6,9","5,6,9,11,12",NA,4,3,3,2,3,3,4,5,4,2,6,5,5,4,2,2,3,2,3,1,4,5,4,4,6,1,1,1,1,1,2,1,NA
"4",342,1,5,2,40,6,2,1,0,0,73,2,3,3,2,0,3,4,5,3,3,2,4,4,4,3,4,3,3,3,3,3,2,3,3,4,3,2,3,3,3,3,3,4,3,2,4,4,3,2,8,1,"1,2,3,5,6,7",3,1,3,1,2,0,NA,"Vorsicht. ","4",NA,NA,NA,3,NA,NA,NA,2,"... ","4",40,1,"6",".. ",3,3,3,3,"3,4,5,6,7,9,10,11,12","12","... ",3,4,1,4,2,5,2,2,4,2,5,4,3,5,3,2,3,2,3,3,5,6,3,4,5,3,4,3,3,3,4,4,NA
"5",480,1,5,2,41,2,2,1,0,0,1,1,2,1,1,0,1,5,4,2,5,5,1,1,3,3,3,3,4,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,5,4,4,3,60,4,"7",1,2,NA,NA,NA,NA,NA,NA,NA,0,"ist mir zu unausgereift","2,4,10",NA,NA,NA,NA,NA,NA,NA,30,0,"6",NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,4,1,3,2,1,1,1,1,4,3,4,4,4,4,4,4,7,6,6,2,4,1,5,5,1,3,NA
"6",616,1,5,2,18,2,3,1,0,0,61,1,2,3,2,1,2,3,1,3,2,4,1,4,1,1,3,3,4,1,1,1,2,3,3,3,3,4,4,4,4,4,2,2,4,2,4,5,4,4,60,4,"7",1,2,NA,NA,NA,NA,NA,NA,NA,0,"Nicht ausreichend sicher ","1,2,4,5,9",NA,NA,NA,NA,NA,NA,NA,30,0,"1,4,5,6",NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,1,3,5,2,2,4,2,2,2,2,4,4,4,2,4,2,3,3,6,6,6,2,3,2,5,4,4,3,NA
"7",935,1,5,2,44,6,2,1,0,0,49,3,3,3,4,0,1,1,2,3,5,4,2,1,1,1,1,1,1,3,3,3,3,3,4,4,3,4,5,4,5,5,3,5,4,2,4,4,4,4,80,4,"7",3,2,NA,NA,NA,NA,NA,NA,NA,0,"k.a","7",NA,NA,NA,NA,NA,NA,NA,60,0,"8","k.a",NA,NA,NA,NA,NA,NA,NA,4,4,4,3,3,4,4,3,4,4,4,4,3,4,2,2,2,2,2,2,4,4,4,4,4,3,3,3,3,3,4,3,NA
"8",625,1,5,2,20,6,3,1,0,1,68,1,4,2,4,1,3,4,4,3,2,3,1,4,3,3,3,3,4,5,3,4,2,4,5,2,1,5,5,5,5,4,4,3,4,2,5,5,5,4,55,1,"1",1,1,1,1,1,1,NA,"Damit ich informiert bleibe","1,2,3,4,5",NA,NA,NA,3,NA,NA,NA,1,NA,NA,65,1,"2,4,6,7",NA,2,5,5,5,"3,4,6,7,9","2,3,4,5,6,7,9,11,12",NA,3,2,4,2,2,3,5,4,3,1,4,3,4,3,3,1,2,2,2,1,4,7,4,5,6,1,3,3,1,1,5,1,NA
"9",1065,1,5,2,32,5,1,1,1,0,NA,NA,3,NA,2,0,2,2,2,1,1,2,1,2,2,2,1,1,2,4,3,3,3,2,3,4,3,3,4,4,3,4,3,4,3,3,2,4,1,3,80,4,"1,7",3,2,NA,NA,NA,NA,NA,NA,NA,0,"Habe genug ï¿½ï¿½nfo meiner Betreuer","4",NA,NA,NA,NA,NA,NA,NA,0,0,"8",NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,4,4,4,3,4,4,4,4,4,4,4,2,2,2,2,2,2,1,1,1,1,1,3,3,3,3,3,3,3,NA
"10",13,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",20,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",341,1,5,2,44,3,5,1,1,1,NA,NA,5,NA,5,1,4,5,5,5,5,5,1,5,5,5,5,5,5,5,5,2,3,2,3,4,2,3,4,2,4,3,3,1,1,2,5,5,5,5,50,2,"5,6",2,1,2,1,1,1,NA,"Kï¿½ï¿½mpfen gegen Cor","1,2,3,4,5",NA,NA,NA,2,1,NA,NA,NA,NA,NA,10,1,"1,3",NA,3,5,4,1,"2,8,11","6,7,8,9,12","Nicht ",6,6,6,6,6,6,1,6,6,6,6,6,6,6,1,1,1,1,1,1,7,7,7,7,7,4,1,1,1,1,2,2,"Ok"
"13",1018,1,5,2,31,3,3,1,0,1,57,2,4,4,4,0,2,2,3,2,2,4,5,3,2,4,4,3,3,3,2,3,4,3,4,3,4,4,4,3,4,3,4,3,3,2,5,5,5,4,50,4,"7",1,2,NA,NA,NA,NA,NA,NA,NA,0,"Ich mï¿½ï¿½chte n","1,2,5",NA,NA,NA,NA,NA,NA,NA,30,0,"1,5",NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,3,5,1,5,2,1,2,3,1,4,4,4,4,4,3,5,6,5,5,6,1,3,2,2,4,4,2,"Die Hï¿½ï¿½he der Viruslast (CT) von Infizierten sollten den Gesundheitsï¿½ï¿½mter gemeldet werden. Wenn die Viruslast niedrig ist, ist der betreffende Infizierte nicht ansteckend. Das sollte bei den Zahlen der Infizierten beachtet werden. Es sollte unterschieden werden zwischen Infiziert und ansteckend und Infiziert und nicht ans"
"14",627,1,5,2,18,4,2,1,0,0,50,2,4,1,4,0,1,4,4,2,2,3,2,2,3,4,3,3,5,5,2,3,2,3,3,3,3,3,5,4,4,4,3,3,3,2,4,4,4,2,50,4,"1,2",1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,40,1,"1,5",NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,3,4,5,4,6,2,1,5,3,5,4,2,2,2,2,2,2,5,3,2,5,6,1,3,2,2,2,4,2,NA
"15",368,1,5,2,39,2,4,0,0,0,30,5,5,5,5,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,4,5,5,5,1,1,1,1,1,80,4,"4",3,2,NA,NA,NA,NA,NA,NA,NA,0,"Weis net  ob es was bringen  wï¿½ï¿½","11",NA,NA,NA,NA,NA,NA,NA,10,0,"1,8",NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,7,7,1,5,5,5,5,5,5,"Zufrieden heit Menschen  angst               "
"16",284,1,5,2,35,1,2,1,1,0,NA,NA,1,NA,1,0,1,3,3,3,1,2,3,2,3,3,3,1,3,2,3,3,5,4,4,3,4,5,4,2,4,4,5,5,5,1,3,3,3,4,20,2,"7",3,2,NA,NA,NA,NA,NA,NA,NA,0,"2","10",NA,NA,NA,NA,NA,NA,NA,1,0,"3",NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,2,4,5,4,5,4,5,2,4,1,2,2,4,3,2,2,4,3,5,2,1,3,3,1,4,3,3,1,3,"Jaa"
"17",5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",537,1,5,2,42,5,2,1,0,0,9,3,3,3,3,0,2,2,2,3,4,2,2,3,1,3,3,4,3,2,2,3,5,3,3,3,4,4,3,3,3,3,4,3,3,3,4,4,2,4,5,4,"4",1,2,NA,NA,NA,NA,NA,NA,NA,0,"Quatsch","1,4,6,9",NA,NA,NA,NA,NA,NA,NA,5,0,"1","Schutz",NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,4,1,2,5,1,1,2,1,3,4,3,4,4,3,4,4,4,4,4,4,4,3,4,4,1,4,NA
"19",549,1,5,2,18,1,3,1,0,0,5,2,4,1,2,0,2,4,5,2,2,2,1,3,2,2,4,5,5,2,2,3,4,2,3,4,4,3,5,3,4,3,5,1,3,2,5,5,5,5,80,2,"4",1,2,NA,NA,NA,NA,NA,NA,NA,0,"Ich werde so oder so informiert wenn jemand Corona in meiner Nï¿½ï¿½he h","11",NA,NA,NA,NA,NA,NA,NA,20,0,"3",NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,2,5,5,1,1,5,5,1,4,3,3,2,4,4,2,4,6,6,5,7,1,1,1,4,1,3,1,NA
"20",599,1,5,2,29,7,3,1,0,0,66,4,4,5,5,0,4,2,2,3,4,4,3,4,2,2,4,4,4,4,3,2,2,3,3,2,3,4,4,3,4,3,4,4,4,2,5,5,5,5,25,2,"7",1,1,2,1,1,1,NA,"Ich finde die App sehr sinnvoll, und sehe kein Problem darin, diese zu nutzen.","2,3,4,5",NA,NA,NA,1,NA,NA,NA,1,NA,NA,15,1,"5",NA,1,2,3,3,"2,4,6,7,9","2,3,4,5,11","Nein,  bisher verstehe ich alles.",3,2,3,3,3,2,5,4,3,2,5,5,4,4,2,2,2,2,3,2,5,4,3,5,6,1,2,2,3,2,4,2,NA
"21",828,1,5,2,48,1,1,1,0,0,69,5,4,5,5,0,4,4,4,2,4,5,5,4,4,5,2,4,5,5,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,2,5,5,5,5,70,3,"2",1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,30,1,"2",NA,NA,NA,NA,NA,NA,NA,"wie wird es ï¿½ï¿½bermittelt das jemand den virus ",3,4,4,3,3,3,3,5,4,1,3,3,4,3,3,2,2,4,1,2,3,4,4,6,6,3,4,3,3,2,4,3,NA
"22",737,1,5,2,19,2,3,1,0,0,20,3,4,3,4,0,5,5,5,1,2,3,1,3,3,3,3,3,4,5,4,2,3,3,4,3,3,3,5,3,3,3,3,3,3,2,5,5,5,4,75,1,"7",1,1,5,1,1,1,NA,"um sicherzugehen dass ich mich in keiner risikosituation befand/befinde","2,3,4",NA,NA,NA,1,NA,NA,NA,1,NA,NA,60,1,"2,5,6",NA,1,4,4,4,"7","3,4,5,6,7,9","nein alles ist verstï¿½ï¿½ndl",4,3,4,3,3,3,5,3,5,1,5,5,5,5,3,1,2,1,2,2,4,4,4,5,6,1,3,1,1,1,1,1,NA
"23",762,1,5,2,34,5,1,1,0,0,50,3,3,3,3,0,1,2,2,1,2,2,2,3,2,3,3,2,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,5,3,50,1,"1,2,5",1,1,4,1,1,0,NA,NA,"1,2,3",NA,NA,NA,1,NA,NA,NA,1,NA,NA,50,0,"1,4,5,6,7",NA,1,3,3,3,"1","7",NA,4,2,3,1,1,4,6,4,4,2,1,1,2,3,4,4,4,4,4,4,3,4,7,4,4,3,5,3,5,5,1,4,NA
"24",865,1,5,2,40,5,5,1,0,1,47,2,4,5,5,1,2,3,4,4,5,4,2,3,3,3,5,4,4,4,4,4,2,3,3,4,3,4,5,4,5,4,4,4,3,2,5,5,5,3,70,2,"5",4,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,40,1,"1,7",NA,NA,NA,NA,NA,NA,NA,"Ich habe mir die App bisher noch nicht heruntergeladen aber finde sie verstï¿½ï¿½ndl",4,3,4,5,4,4,4,5,5,2,5,5,5,5,2,3,2,2,1,1,4,4,2,4,5,1,1,1,1,1,3,2,NA
"25",637,1,5,2,28,2,2,1,0,0,30,2,4,3,3,0,1,1,2,3,4,3,1,3,1,3,4,4,4,2,3,3,4,2,3,3,3,3,5,3,3,5,3,4,2,2,4,5,5,4,70,1,"7",1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,20,0,"5",NA,NA,NA,NA,NA,NA,NA,"Nein",2,1,2,2,2,3,4,3,4,3,4,4,4,4,3,3,3,3,3,3,2,4,2,5,5,1,1,1,2,2,3,1,NA
"26",681,1,5,2,40,3,2,1,0,0,60,1,1,1,1,0,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,1,3,5,5,5,69,4,"7",3,2,NA,NA,NA,NA,NA,NA,NA,0,"Ist unnï¿½ï¿½","1,4,9",NA,NA,NA,NA,NA,NA,NA,30,0,"4,6",NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,4,3,4,3,4,1,1,2,2,2,1,3,3,4,4,3,2,NA
"27",1111,1,5,2,27,3,5,1,0,0,25,1,4,1,2,0,2,2,3,2,3,3,1,3,3,3,3,3,4,2,1,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,4,5,5,5,80,1,"7",1,2,NA,NA,NA,NA,NA,NA,NA,0,"Keine Angabe ","1",NA,NA,NA,NA,NA,NA,NA,30,0,"1",NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,3,4,6,2,5,3,3,3,4,3,4,4,4,4,3,2,4,4,4,4,6,1,1,1,5,3,4,1,NA
"28",765,1,5,2,30,1,3,1,1,1,NA,NA,4,NA,5,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,5,3,3,3,2,2,2,3,3,3,70,1,"2",1,1,2,1,1,1,NA,"Weil es sicherer ist und hilft gegen die Ausbreitung ","2,3,4,5",NA,NA,NA,2,1,NA,NA,NA,NA,NA,50,0,"1,2,3,4,5,7",NA,2,3,3,3,"3,5,7,9,11","3,5,6,7,9,11","Weshalb eine Kontaktperson erst nach so langer Zeit angezeigt wird",4,4,3,2,2,3,4,3,4,3,3,3,3,3,2,2,3,2,3,2,3,3,4,4,2,2,2,2,2,4,4,4,"Ich fand die Umfrage gut. Es ist ein aktuelles Thema und interessant gewesen. Auch gut neue Informationen erhalten zu haben"
"29",950,1,5,2,63,6,2,1,0,0,6,2,2,1,1,0,1,2,3,1,3,1,1,1,1,3,1,3,1,2,1,2,4,2,2,4,4,3,5,2,5,4,2,3,2,2,3,3,3,3,50,4,"7",1,2,NA,NA,NA,NA,NA,NA,NA,0,"Weil ich mich durch diese App verar..... fï¿½ï¿½hle und ich meine Daten nicht san das Robert Koch institut zu se","1,2,4,6,9,10",NA,NA,NA,NA,NA,NA,NA,20,0,"1,2,6",NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,4,1,6,1,1,1,1,1,3,3,3,3,3,4,4,7,7,1,1,5,5,5,5,5,3,5,"Wenn es den corona 19 Virus geben soll, warum ist dann in 9 Monaten noch kein Impfstoff gefunden worden. Das ist doch ein Lï¿½ï¿½ge der Regierung und des Robert Koch Institutes.  Zu den DDR Zeiten hï¿½ï¿½tte das Robert Koch Institut schon lï¿½ï¿½ngst ein Impfsto"
"30",556,1,5,1,18,3,3,1,0,1,49,3,3,4,4,0,3,4,4,4,4,4,5,4,4,4,4,4,3,2,3,4,5,3,4,5,4,3,5,4,5,5,4,4,5,2,3,2,4,4,75,1,"7",3,1,1,1,1,1,NA,"Nur dann ist es sinnvoll","2,4",NA,NA,NA,1,NA,NA,NA,1,NA,NA,50,1,"1,2,5",NA,1,5,5,4,"4,6,7","9",NA,5,2,4,3,4,4,5,5,5,4,6,4,4,6,2,2,2,1,2,1,4,6,4,6,4,1,1,1,2,3,3,1,NA
"31",374,1,5,2,30,4,3,1,0,1,65,3,4,2,4,0,1,4,5,3,4,2,1,3,3,4,4,4,5,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,4,4,4,40,4,"7",1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,NA,NA,1,NA,NA,75,0,"3",NA,NA,NA,NA,NA,NA,NA,"Nein",4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,2,3,2,2,4,4,4,4,4,3,3,3,3,3,3,3,"Gut verstï¿½ï¿½ndlich und strukturiert aufgeb"
"32",498,1,5,2,25,1,2,1,0,0,45,5,5,4,2,0,1,2,3,3,4,2,2,2,2,4,4,5,2,4,3,3,4,2,4,2,2,3,2,2,4,4,3,4,3,1,3,4,5,5,40,3,"2,4",2,1,3,1,1,0,NA,"Weil es sehr wichtig ist ","2,3",NA,NA,NA,4,NA,NA,NA,1,NA,NA,50,0,"3","Fï¿½ï¿½llt mir nix zu ",1,1,1,1,"2,4,5,10,11","2,5,10,11","Nein ",6,1,1,4,5,4,1,2,6,6,3,4,5,6,1,1,2,1,1,1,7,6,5,5,5,5,4,4,3,3,3,3,NA
"33",640,1,5,2,22,4,3,1,1,1,NA,NA,4,NA,4,1,5,5,3,4,5,4,3,4,2,2,4,4,5,3,4,1,3,4,5,4,4,3,4,4,4,3,5,3,4,2,4,5,5,5,35,2,"2,6",2,1,1,1,1,1,NA,"Es ist wichtig, gegen die Pandemie vorzugehen.","1,3,4,5",NA,NA,NA,2,1,NA,NA,NA,NA,NA,53,1,"1,2,5",NA,2,5,5,5,"3,4,5,9,11","3,4,5,6,9,11",NA,6,3,6,4,5,3,5,6,3,2,6,6,5,6,1,1,1,1,1,1,4,4,4,6,7,4,2,1,2,1,2,1,NA
"34",650,1,5,2,31,6,5,1,0,0,59,2,4,2,4,1,5,3,3,5,5,4,2,4,3,3,4,4,5,3,3,1,3,3,5,2,2,5,5,5,5,5,4,2,4,2,4,5,5,5,60,1,"1",1,1,2,1,2,1,NA,"Ich muss regelmï¿½ï¿½ï¿½ï¿½ig mit ï¿½ï¿½ffentlichen Verkehrsmitteln fahren und bin dort ï¿½ï¿½ber lï¿½ï¿½ngere Zeit dicht an anderen Menschen. Ohne die App gï¿½ï¿½be es keine Mï¿½ï¿½glichkeit, die anderen oder mich ï¿½ï¿½ber eine mï¿","1,2,3",NA,NA,NA,1,NA,NA,NA,1,NA,NA,30,0,"1,2,3,5,6",NA,2,5,5,5,"1,7","2,3,4,5,9,11",NA,2,2,3,2,3,4,6,5,2,1,5,4,5,4,4,4,4,4,4,4,5,7,5,7,7,1,1,1,1,1,4,1,NA
"35",515,1,5,2,37,5,2,1,0,0,63,1,4,3,4,1,2,2,2,1,5,5,4,5,5,4,5,5,5,1,1,3,5,3,5,5,5,4,5,5,5,5,5,5,5,2,5,5,5,5,55,4,"1,5",1,2,NA,NA,NA,NA,NA,NA,NA,0,"Nutzt eh nichts ","1,4,6",NA,NA,NA,NA,NA,NA,NA,65,0,"2,4,5,7",NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,2,2,4,5,6,4,1,3,3,5,4,4,2,2,2,4,2,6,5,3,6,6,2,4,1,2,2,3,5,NA
"36",916,1,5,2,39,7,3,1,0,0,50,5,4,2,4,0,4,1,3,3,3,5,1,3,1,2,3,3,5,2,3,2,3,3,4,2,2,4,5,3,5,4,4,2,3,2,5,5,5,5,85,4,"2",1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,NA,NA,1,NA,NA,20,0,"1,4,5",NA,NA,NA,NA,NA,NA,NA,NA,4,1,3,2,3,2,6,6,5,2,5,5,5,6,4,3,4,3,4,2,3,6,2,5,6,1,1,1,1,1,5,1,NA
"37",1048,1,5,2,21,2,3,1,0,1,79,4,4,4,5,1,3,3,2,2,3,3,1,4,2,2,4,4,5,4,4,3,3,2,4,2,2,4,5,4,4,4,4,5,3,2,5,5,5,3,70,1,"4",1,1,2,1,1,1,NA,"Ich mï¿½ï¿½chte sehen welchem Risiko ich mich aussetze. Ebenfalls wievielen Risikokontakten ich mich auss","2,3,4",NA,NA,NA,3,NA,NA,NA,1,NA,NA,60,1,"1,2,3,4,5,7",NA,2,4,3,2,"1,6","3,5,7,9,12","Warum teilt man nicht mit wann welcher Risikokontakt bestand? ",1,2,3,3,2,5,5,6,5,2,6,5,5,3,2,2,3,2,2,2,2,5,4,6,6,1,2,1,1,1,5,1,NA
"38",1101,1,5,2,21,2,3,1,0,1,70,2,5,4,4,0,2,5,4,4,2,5,1,2,3,3,4,2,5,4,3,1,2,2,3,2,2,3,4,3,3,3,3,3,3,3,4,3,5,3,60,2,"1",1,1,4,1,4,0,NA,"Weil ich wissen mï¿½ï¿½chte wenn ich mit jemanden der an corona erkrankt ist in der Nï¿½ï","2,3",NA,NA,NA,1,NA,NA,NA,1,NA,NA,40,1,"1,4,5,6,7",NA,2,5,5,4,"6,7,9,11","2,3,4,5,7,9,10,11","Nein ich verstehe eigentlich alles an der app",4,4,5,4,3,6,3,5,2,2,6,6,4,5,3,2,3,3,1,3,4,5,6,7,7,3,2,1,3,2,2,3,NA
"39",38,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",33,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",1853,1,5,2,39,3,3,1,0,0,62,3,4,4,4,0,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,4,1,5,5,5,5,88,4,"7",1,2,NA,NA,NA,NA,NA,NA,NA,0,"weil ich ihr nicht traue","1,4,9",NA,NA,NA,NA,NA,NA,NA,56,0,"1,5,6,7",NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,2,2,3,4,4,3,3,3,3,3,3,4,3,2,3,4,4,4,6,6,5,5,3,3,2,2,2,4,2,NA
