"","duration","Finished","consent","gender","age","residence","education","smartphoneuse","COVID_pos","COVID_pos_others","COVID_probability_1","COVID_pers_harm","COVID_sev_general","COVID_pers_concern","COVID_concern4others","COVID_lost_job","COVID_info_source_1","COVID_info_source_2","COVID_info_source_3","COVID_info_source_4","COVID_info_source_5","COVID_info_source_6","COVID_info_source_7","COVID_info_trust_1","COVID_info_trust_2","COVID_info_trust_3","COVID_info_trust_4","COVID_info_trust_5","COVID_info_trust_6","Gov_understand","Gov_helpful","COVID_govresponse_1","COVID_govresponse_2","COVID_govresponse_3","COVID_govresponse_4","COVID_govresponse_5","COVID_govresponse_6","COVID_govresponse_7","COVID_govresponse_8","COVID_govresponse_9","COVID_govresponse_10","COVID_govresponse_11","COVID_govresponse_12","COVID_govresponse_13","COVID_govresponse_14","COVID_comply_pers","ahal_abst","ahal_hyg","ahal_mask","ahal_luft","COVID_comply_percent","RKI_technology","RKI_data_access","attention_check","RKI_download","RKI_download_time","RKI_left_installed","RKI_blutooth","RKI_friends_family","RKI_deinstalled","RKI_reasons_open","RKI_reasons","RKI_future_download","RKI_reasons_not_open","RKI_reasons_not_down","COVID_test","positive_upload","reasons_noup_open","reasons_noupload","upload_fut","noup_fut_reasons_op","noupload_reasons","RKI_prevalence_app","RKI_mandatory","noupload_reasons_all","upload_other_reasons","cwa_warn","cwa_warn_understand_1","cwa_warn_understand_2","cwa_warn_understand_3","cwa_green_wastun","cwa_red_wastun","cwa_understand_open","reduce_lik_bt","return_activ_past","return_activ_fut","reduce_spread_past","reduce_spread_fut","ability_bt","decline_part_bt","proportionality_bt","sensitivity_bt","risk_of_harm_bt","trust_intentions_bt","trust_respectpriv_bt","data_security_bt","ongoing_control","acc_general_1","acc_general_2","acc_general_3","acc_general_4","acc_general_5","acc_general_6","wv_freemarket_best","wv_freemarket_lim","wv_lim_gov","sci_betterlives","sci_nextgenopp","Conspir_1","Conspir_2","Conspir_3","Conspir_4","Conspir_5","Conspir_6_rev","Conspir_7","free_text"
"1542",1141,1,5,2,68,3,5,0,0,0,8,3,3,2,2,0,2,1,2,1,3,3,2,2,1,3,2,3,3,3,3,3,4,2,4,4,4,3,5,4,4,4,4,3,3,3,4,4,4,4,80,4,"7",1,2,NA,NA,NA,NA,NA,NA,NA,0,"ich traue niemandem, dass er meine Daten nicht zweckentfremdend verwendet","1,2,4,6,9",NA,NA,NA,NA,NA,NA,NA,5,0,"1,4,5,6,7",NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,2,5,1,5,6,1,1,1,1,4,4,4,4,4,4,6,6,6,4,1,3,4,3,3,3,1,4,NA
"1543",674,1,5,1,59,2,5,1,0,0,13,2,3,2,4,1,2,3,3,2,1,3,3,1,2,3,1,1,1,1,1,5,3,4,4,4,3,4,4,4,5,4,4,1,4,2,4,5,1,4,20,1,"4",1,2,NA,NA,NA,NA,NA,NA,NA,0,"Datenschutz ","1,9",NA,NA,NA,NA,NA,NA,NA,15,0,"1",NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,6,1,5,5,1,1,2,2,4,4,4,4,3,2,2,6,6,6,6,3,2,2,5,5,1,3,NA
"1544",137,1,5,1,79,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1545",392,1,5,1,42,1,3,1,0,0,50,3,3,3,3,0,2,5,2,2,5,3,3,3,4,3,3,4,4,3,3,3,3,3,3,3,3,3,5,4,4,3,4,3,3,2,3,5,5,4,80,2,"2,4",3,2,NA,NA,NA,NA,NA,NA,NA,0,"ich lasse mich nicht ausspionieren","9",NA,NA,NA,NA,NA,NA,NA,20,0,"1",NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,3,6,4,4,3,3,4,3,3,3,2,3,3,7,5,5,5,5,3,4,3,4,4,4,4,NA
"1546",75,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1547",697,1,5,1,71,7,5,1,0,0,2,3,2,2,2,0,2,1,1,2,2,2,1,2,1,1,2,2,2,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,2,3,3,4,4,90,2,"2,6",1,2,NA,NA,NA,NA,NA,NA,NA,0,"daten","1,4,6",NA,NA,NA,NA,NA,NA,NA,34,0,"1,6",NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,3,6,1,3,3,1,1,1,1,4,4,3,4,4,4,7,7,7,4,4,3,3,2,4,4,4,3,NA
"1548",370,1,5,2,37,1,1,1,0,0,2,4,4,4,4,0,1,3,3,2,2,2,1,1,3,4,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,5,5,5,8,4,"7",3,2,NA,NA,NA,NA,NA,NA,NA,0,"Weiï¿½ï¿½ ni","4",NA,NA,NA,NA,NA,NA,NA,15,0,"1",NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,3,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,NA
"1549",1118,1,5,2,44,2,2,1,1,0,NA,NA,2,NA,2,0,3,2,2,2,2,2,2,3,2,4,2,2,2,2,1,3,3,3,3,4,3,3,5,2,3,4,4,3,3,2,3,3,2,2,12,4,"7",1,2,NA,NA,NA,NA,NA,NA,NA,0,"Ich habe die App getestet und finde sie nicht nï¿½ï¿½tzlich. Wer trï¿½ï¿½gt die Menschen ein oder wieder aus. Ist noch richtiges Durche","1,2,3,4,5,6",NA,NA,NA,NA,NA,NA,NA,2,0,"1,2,4,5,6",NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,2,6,1,6,5,2,2,4,1,4,4,4,4,4,4,3,6,7,6,6,1,5,1,3,4,3,1,"Auswirkungen des Coronavirus "
"1550",9,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1551",36,1,5,1,40,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1552",515,1,5,1,68,3,1,1,0,0,30,3,4,3,3,0,2,2,3,4,4,4,3,1,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,60,2,"2,5",2,2,NA,NA,NA,NA,NA,NA,NA,0,"kein Empfang","1,6,8",NA,NA,NA,NA,NA,NA,NA,40,0,"1,3,4,7",NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,3,2,4,3,4,4,2,3,3,3,2,2,2,3,3,2,4,4,4,5,4,3,3,3,2,2,4,3,"weis nicht genau"
"1553",1172,1,5,1,68,3,2,1,0,0,51,4,4,4,4,0,4,2,4,4,4,5,2,4,1,3,4,4,5,4,4,3,3,2,3,2,2,3,5,5,5,4,3,4,3,2,5,4,5,5,70,2,"2",1,1,2,1,1,1,NA,"Da ich zu den Risikogruppen gehï¿½ï¿½re, will ich wissen, ob Personen, die ich getroffen habe evtl. infiziert s","2,4",NA,NA,NA,1,NA,NA,NA,1,NA,NA,30,1,"2,5,7",NA,2,4,4,1,"5,11","2,4,5,12","Weshalb wird man als niedriges Risiko eingestuft, obwohl man keine Begegnung hatte. Dies ist doch praktisch kein Risiko",2,2,2,3,3,3,4,4,4,3,4,4,4,2,2,2,2,2,2,2,5,6,4,5,5,1,3,1,1,1,5,2,NA
"1554",922,1,5,1,75,2,3,0,0,0,50,4,4,4,3,0,4,1,3,5,5,5,3,4,1,4,5,5,5,4,4,3,3,2,3,3,2,4,5,4,5,4,4,3,3,2,5,5,5,4,85,4,"1",1,2,NA,NA,NA,NA,NA,NA,NA,0,"ich habe kein Smartphone","7",NA,NA,NA,NA,NA,NA,NA,80,0,"1,2,6,7",NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,4,4,5,4,5,4,2,6,6,6,5,2,1,1,1,1,2,2,6,5,6,7,1,1,1,1,1,5,1,NA
"1555",61,1,5,2,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1556",217,1,5,1,43,1,3,1,0,0,3,2,5,4,3,0,2,3,2,1,2,1,2,2,3,3,3,2,2,3,2,5,2,4,5,5,5,5,4,5,5,5,5,4,4,3,3,4,3,3,35,4,"1",3,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,1,NA,NA,NA,NA,NA,21,0,"4",NA,NA,NA,NA,NA,NA,NA,"Jndnndnd",2,4,5,5,1,5,1,2,6,2,5,2,4,1,3,4,3,3,2,3,3,4,5,6,2,3,4,3,4,3,5,3,NA
"1557",1485,1,5,2,68,2,1,1,0,0,7,3,4,2,2,0,1,1,3,1,4,4,1,3,1,4,3,4,4,3,3,3,3,2,3,3,3,3,5,4,3,4,3,3,3,2,4,4,4,4,75,1,"4",1,2,NA,NA,NA,NA,NA,NA,NA,0,"Weil ich nicht immer stï¿½ï¿½ndig irgendwelche Apps auf meinem Smartphon herunterzuladen und fï¿½ï¿½r mich ist die App nicht","4",NA,NA,NA,NA,NA,NA,NA,56,0,"1",NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,3,4,6,1,3,1,1,1,5,5,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,5,1,NA
"1558",1413,1,5,1,71,3,3,1,0,1,50,5,4,3,4,0,4,3,4,4,4,4,2,3,3,4,4,4,4,4,4,3,5,2,3,3,3,5,5,5,5,5,5,4,4,2,4,4,4,5,75,1,"4",1,1,2,1,1,1,NA,"damt ich informiert werde wenn jemand in meine Nï¿½ï¿½he positiv ","2,3",NA,NA,NA,1,NA,NA,NA,1,NA,NA,70,1,"2,4,7",NA,1,4,4,2,"1","2,3,4,6",NA,4,1,2,2,3,5,6,6,2,1,5,5,5,2,4,4,3,4,2,4,6,6,6,5,6,1,1,2,2,1,4,1,NA
"1559",11,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1560",944,1,5,2,66,5,2,1,0,0,0,1,4,1,2,0,5,1,2,1,5,4,1,5,1,3,5,5,5,2,2,2,5,2,3,4,3,3,5,5,5,4,4,3,3,2,5,5,4,5,60,2,"7",1,2,NA,NA,NA,NA,NA,NA,NA,0,"mein Smartphone ist zu alt","8",NA,NA,NA,NA,NA,NA,NA,65,0,"3",NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,2,2,1,6,3,3,1,3,3,3,3,3,3,3,3,3,4,4,6,6,3,6,1,1,1,2,1,4,1,NA
"1561",25,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1562",1209,1,5,2,65,3,1,1,0,0,0,4,4,4,4,0,2,3,4,4,3,4,5,1,4,4,4,4,3,4,4,2,2,3,3,2,2,3,4,2,5,2,5,3,2,2,4,5,5,5,70,1,"1",1,1,3,1,1,1,NA,"Damit man rechtzeitig gewarnt werden kann","1,2",NA,NA,NA,1,NA,NA,NA,1,NA,NA,80,1,"5,7",NA,2,4,4,5,"1,6","5,7,10","Es ist alles verstï¿½ï¿½nd",5,4,3,3,2,5,3,4,4,5,5,5,5,4,2,3,3,2,2,2,5,4,5,5,5,2,3,3,4,4,4,3,NA
"1563",705,1,5,1,65,1,2,1,0,0,9,4,4,2,4,0,5,4,3,2,5,5,2,4,1,3,4,4,4,4,4,3,2,3,4,3,3,5,5,5,5,4,4,3,4,2,5,5,5,5,90,2,"7",1,2,NA,NA,NA,NA,NA,NA,NA,0,"Der nutzen erschlieï¿½ï¿½t sich mir nicht, da das teilen der info nicht geregelt","4",NA,NA,NA,NA,NA,NA,NA,21,0,"2,3,5,7",NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,2,6,5,2,1,6,5,5,5,3,3,3,3,2,2,5,7,4,5,5,1,1,1,1,1,4,2,NA
"1564",166,1,5,1,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1565",583,1,5,1,48,1,2,1,0,0,23,4,4,4,3,0,3,3,4,1,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,5,3,3,3,5,5,3,1,3,3,3,3,70,3,"7",2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,10,1,"2",NA,NA,NA,NA,NA,NA,NA,"Nein",3,3,3,3,3,4,4,3,3,2,5,5,5,4,3,3,2,3,3,3,5,3,4,4,5,1,3,2,1,1,4,2,NA
"1566",1186,1,5,2,40,4,3,1,0,0,53,5,4,4,4,0,4,3,3,3,3,3,3,4,3,4,3,3,3,4,3,3,2,2,3,3,3,4,4,3,4,4,4,3,4,2,5,5,5,5,70,2,"7",1,2,NA,NA,NA,NA,NA,NA,NA,0,"Datenschutz","1,2,6,9",NA,NA,NA,NA,NA,NA,NA,35,0,"1,7",NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,2,2,4,6,5,3,3,1,1,1,3,3,2,4,1,4,2,3,5,3,5,1,3,1,1,1,5,3,NA
"1567",852,1,5,2,71,2,2,1,0,0,10,4,4,3,4,0,5,5,3,5,5,5,4,4,4,4,4,4,4,4,4,4,5,2,5,4,5,5,5,5,4,5,4,5,4,2,5,5,5,5,70,3,"6",1,2,NA,NA,NA,NA,NA,NA,NA,0,"Weil es auf mein IPhone nicht geht ","8",NA,NA,NA,NA,NA,NA,NA,60,0,"3",NA,NA,NA,NA,NA,NA,NA,NA,5,1,2,3,3,4,5,4,5,2,4,4,5,5,3,1,2,1,1,1,4,4,3,5,5,1,2,3,1,1,5,1,NA
"1568",1868,1,5,2,65,3,2,1,0,0,16,4,4,2,2,0,4,1,3,1,4,4,1,4,2,3,3,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,2,2,4,4,4,3,60,2,"4",1,2,NA,NA,NA,NA,NA,NA,NA,0,"Mein Handy ist zu alt, App funktioniert nicht richtig.","3,8",NA,NA,NA,NA,NA,NA,NA,45,0,"3,5,6",NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,3,6,4,1,1,4,4,4,5,4,4,4,4,4,4,5,4,5,5,6,1,2,1,1,1,4,1,NA
"1569",27,1,5,1,77,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1570",662,1,5,1,68,4,1,1,0,0,3,1,4,3,4,0,2,2,2,2,4,3,3,2,2,3,3,1,2,2,2,3,1,1,3,5,1,3,2,1,4,2,4,4,3,2,5,5,5,5,50,4,"2",3,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,60,0,"2,7",NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,4,4,3,3,4,4,4,4,4,5,5,2,2,2,2,2,2,5,5,5,3,3,4,4,4,4,4,5,5,NA
"1571",29,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1572",14313,1,5,1,69,4,2,1,1,1,NA,NA,4,NA,3,0,3,2,3,2,2,3,3,2,1,3,2,2,3,2,2,2,3,3,4,3,2,4,5,3,5,4,5,2,4,2,4,4,5,5,80,1,"4",1,1,2,1,1,1,NA,"Trï¿½ï¿½gt dazu bei, dass ein gewisser Schutz und eine Info da ist, wie man eindï¿½ï¿½m","2,3,4",NA,NA,NA,1,NA,NA,NA,1,NA,NA,70,1,"2,6,7",NA,2,3,4,4,"1,2,3,6,7,12","2,3,4,6,10,11,12","Es sollte nicht angenommen werden, dass die App Schutz bietet, ist nur ein Anhaltspunkt",3,2,2,3,3,4,4,3,4,2,4,4,5,4,3,2,2,2,3,2,5,5,5,5,5,1,4,3,2,2,4,2,"Halten wir uns ALLE an die Regeln. Dann schaffen wir das auch. mich persï¿½ï¿½nlich trifft es auch, weil meine Stammkneipe auch zu ist. Die Zahlen steigen aber trotzdem. Es ist eine andere oder neue Zeit angebrochen. Es gibt Stimmen, welche Behaupten, eine derartige Pantomie gibt e nur alle 1000 Jahre. Hoffentlich ist das jetzt auc"
"1573",21,1,5,2,60,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1574",3738,1,5,2,78,5,2,1,0,0,1,5,3,4,4,0,2,3,3,2,4,3,2,3,3,3,3,4,4,5,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,2,4,4,5,4,35,3,"1,2,6",1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,30,0,"1,2,6,7",NA,NA,NA,NA,NA,NA,NA,"ich verstehe schon,aber mein Smartphon ist leider zu alt, so dass ich es nicht schaffe diese APP. drauf zu machen.",3,1,2,2,2,2,4,3,3,6,4,4,3,3,3,3,4,3,3,3,6,5,6,6,4,1,1,1,1,1,5,5,NA
"1575",444,1,5,2,38,4,1,1,0,1,50,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,"7",2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4,NA,NA,NA,1,NA,NA,1,0,"8",NA,NA,NA,NA,NA,NA,NA,"1",4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,4,4,4,4,4,3,3,3,3,3,3,3,"Internet "
"1576",1124,1,5,1,72,1,5,1,0,0,20,4,3,2,2,0,2,1,2,4,4,4,2,2,1,2,4,4,4,3,3,2,3,2,4,2,2,4,4,4,5,3,4,3,4,2,4,2,3,2,85,1,"4",1,1,2,1,2,0,NA,"warum nicht","2,3,4",NA,NA,NA,1,NA,NA,NA,1,NA,NA,45,0,"1,2,4,5,6,7",NA,2,2,4,2,"1,6","3,6,11,12","nein",1,1,1,2,2,3,6,5,2,1,6,6,5,3,3,3,1,1,2,1,5,6,6,3,5,1,2,1,2,2,4,1,NA
"1577",706,1,5,1,42,2,2,1,0,1,84,3,4,3,4,0,3,2,3,3,4,4,1,4,2,3,4,4,5,4,4,2,5,2,3,3,2,4,5,4,4,4,3,2,5,2,4,5,5,4,70,1,"7",1,1,1,1,1,1,NA,"Hilfreich. Keine Angst vor Datenmissbrauch","1,2,3,4,5",NA,NA,NA,1,NA,NA,NA,1,NA,NA,40,0,"1,2,5",NA,2,5,5,5,"1,6,9","2,4,11","Nein",6,2,5,4,4,5,6,6,4,1,6,6,6,4,3,2,2,4,2,2,6,4,5,6,6,1,1,1,2,1,5,1,NA
"1578",718,1,5,1,63,2,5,1,0,0,82,5,4,5,5,0,3,1,2,4,5,4,2,5,2,3,5,5,5,4,4,1,2,2,5,2,2,4,5,5,5,4,4,4,4,2,5,5,5,5,75,1,"4",1,1,2,1,2,1,NA,"um andere zu schï¿½ï¿½tzen falls ich infiziert","3",NA,NA,NA,1,NA,NA,NA,1,NA,NA,25,1,"2,4,7",NA,2,5,5,5,"6,7,9","3,6,7,11",NA,1,1,4,1,2,4,6,6,2,1,6,6,6,6,4,4,4,4,1,4,2,6,4,5,5,1,2,1,1,1,4,1,NA
"1579",17,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1580",662,1,5,2,36,2,5,1,0,1,30,3,4,3,3,0,5,5,3,4,4,5,3,4,2,2,4,4,5,4,4,3,3,1,3,2,2,3,5,3,5,5,5,4,3,2,5,5,5,4,10,1,"4",1,1,4,1,2,0,NA,"Um Risiken besser einschï¿½ï¿½tzen zu kï¿½","2,3",NA,NA,NA,3,NA,NA,NA,1,NA,NA,30,0,"1,2,3,7",NA,1,4,4,3,"1","3,5,11","-",3,2,2,3,3,4,4,4,4,2,4,4,4,4,4,3,3,3,2,3,6,4,3,6,6,1,2,1,2,1,4,1,NA
"1581",1041,1,5,2,35,2,3,1,0,1,50,1,4,2,4,0,2,1,4,2,3,5,1,3,1,3,3,3,5,3,3,2,2,2,4,2,4,4,5,4,5,4,5,5,4,2,5,5,5,4,60,2,"7",1,1,1,1,1,1,NA,"Damit ich weiï¿½ï¿½ ob ich mit jemand positiven Kontakt hatte und um das Virus einzudï¿½ï","2,3",NA,NA,NA,1,NA,NA,NA,1,NA,NA,40,0,"1,5,8","Vergessen",2,5,4,5,"6","6,9","Muss man die App ï¿½ï¿½ffnen um eine aktualisierte Warnung zu erhalten oder kommt die auch als Mitteilung aufs Ha",4,1,4,3,4,6,6,6,2,1,6,5,6,1,4,3,2,3,4,4,6,5,3,7,7,1,2,1,1,1,5,1,NA
