"","Finished","consent","gender","age","residence","education","smartphoneuse","mobileuse_sev","COVID_pos","COVID_pos_others","COVID_pers_harm","COVID_sev_general","COVID_pers_concern","COVID_concern4others","COVID_ndays_lockdown","COVID_lost_job","COVID_info_source","COVID_fatalaties_1","COVID_fatalaties_2","COVID_fatalaties_3","COVID_fatalaties_4","COVID_fatalaties_5","COVID_fatalaties_7","COVID_fatalaties_8","COVID_fatalaties_9","COVID_fatalaties_10","COVID_comply_percent","COVID_comply_pers","attention_check","att_check_bt","bluetooth_uptake1_bt","app_uptake1","is_accceptable1","perc_pop_use_bt","perc_pop_use_mild","reduce_lik_bt","reduce_lik_mild","reduce_lik_sev","return_activ_bt","return_activ_mild","return_activ_sev","reduce_spread_bt","reduce_spread_mild","reduce_spread_severe","ability_mild","ability_bt","decline_participate","decline_part_bt","proportionality","proportionality_bt","sensitivity","sensitivity_bt","risk_of_harm","risk_of_harm_bt","trust_intentions","trust_intentions_bt","trust_respectprivacy","trust_respectpriv_bt","data_security","data_security_bt","ongoing_control","bluetooth_uptake2_bt","change_sunset_bt","app_uptake2","sunset_app","data_local","is_acceptable2","sunset","opt_out","ip_support1","ip_concerned","ip_like","ip_harm_soc","ip_fair","ip_infect_self","ip_support2","wv_freemarket_best","wv_freemarket_lim","wv_lim_gov","acc_general_1","acc_general_2","acc_general_3","acc_general_4","acc_general_5","acc_general_6","scenario_type"
"59",1,5,1,49,6,2,1,NA,1,1,NA,2,NA,2,41,1,"2",15459,15041,10863,36959,14623,34966,14345,13091,21448,10,4,NA,1,1,NA,NA,50,NA,3,NA,NA,3,NA,NA,3,NA,NA,NA,2,NA,1,NA,4,NA,2,NA,4,NA,1,NA,5,NA,6,1,1,NA,NA,NA,NA,NA,NA,NA,2,3,4,3,3,7,1,5,7,4,1,2,1,1,2,1,"bluetooth"
"60",1,5,1,25,1,3,1,NA,0,0,3,3,3,2,25,1,"4",3695,16186,5847,17203,9788,6271,8729,16186,4068,75,2,4,NA,NA,1,NA,NA,50,NA,2,NA,NA,4,NA,NA,6,NA,2,NA,6,NA,5,NA,6,NA,3,NA,1,NA,6,NA,4,NA,1,NA,NA,0,1,1,NA,NA,NA,2,5,4,1,3,6,5,4,6,6,2,3,4,2,4,3,"mild"
"61",1,5,2,19,3,3,1,NA,0,0,1,3,2,4,16,1,"2,3",15759,20344,17049,43266,27650,32665,38825,37106,31375,60,5,NA,1,0,NA,NA,15,NA,4,NA,NA,5,NA,NA,5,NA,NA,NA,2,NA,4,NA,4,NA,3,NA,2,NA,4,NA,5,NA,6,1,0,1,NA,NA,NA,NA,NA,NA,4,1,3,1,4,1,5,5,5,2,1,2,2,2,4,1,"bluetooth"
"62",1,5,1,18,1,2,1,NA,0,0,2,4,3,2,15,0,"2",23782,41261,32808,45129,24928,15473,34384,20057,28653,60,9,2,NA,NA,1,NA,NA,75,NA,5,NA,NA,6,NA,NA,5,NA,1,NA,2,NA,5,NA,6,NA,3,NA,1,NA,1,NA,1,NA,4,NA,NA,1,NA,NA,NA,NA,NA,1,5,4,5,2,6,1,7,7,6,1,3,1,4,2,1,"mild"
"63",1,5,1,33,6,3,1,NA,0,0,3,2,3,2,17,0,"3",17458,25085,17119,36102,17627,10169,29435,49831,23729,30,2,4,NA,NA,0,NA,NA,33,NA,3,NA,NA,3,NA,NA,4,NA,4,NA,4,NA,3,NA,5,NA,3,NA,4,NA,3,NA,3,NA,3,NA,NA,1,NA,NA,NA,NA,NA,5,3,3,4,3,6,3,3,3,5,2,2,3,1,2,3,"mild"
"64",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"severe"
"65",1,5,1,31,2,2,1,NA,0,0,2,4,3,5,30,0,"2,4,5",1050,5322,1585,8954,1009,1009,4323,5908,6772,20,5,NA,4,1,NA,NA,40,NA,5,NA,NA,5,NA,NA,5,NA,NA,NA,5,NA,4,NA,5,NA,2,NA,2,NA,6,NA,5,NA,5,5,1,NA,NA,NA,NA,NA,NA,NA,4,1,5,2,5,1,6,6,5,1,1,1,2,1,2,1,"bluetooth"
"66",1,5,2,27,2,5,NA,1,0,0,5,4,4,4,13,1,"2,5",10086,16859,3437,14539,10661,13399,28530,37824,9078,50,4,1,NA,NA,NA,1,NA,NA,NA,NA,4,NA,NA,4,NA,NA,4,NA,NA,3,NA,4,NA,4,NA,5,NA,4,NA,4,NA,3,NA,4,NA,NA,NA,NA,NA,1,NA,NA,4,3,3,4,4,5,3,4,5,6,2,1,2,1,1,1,"severe"
"67",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mild"
"68",1,5,1,40,4,1,1,NA,0,1,3,4,2,3,5,0,"2,5",4407,18814,8305,27627,3898,35932,27458,31186,7797,85,5,NA,1,0,NA,NA,40,NA,4,NA,NA,5,NA,NA,5,NA,NA,NA,4,NA,6,NA,5,NA,2,NA,3,NA,5,NA,5,NA,5,6,0,1,NA,NA,NA,NA,NA,NA,5,2,3,1,3,1,3,5,6,7,1,3,4,4,3,4,"bluetooth"
"69",1,5,1,40,4,3,NA,1,0,1,3,3,4,4,14,0,"1,2,3",1186,13164,2712,4915,2712,3051,2853,4237,1769,89,8,3,NA,NA,NA,1,NA,NA,NA,NA,4,NA,NA,5,NA,NA,6,NA,NA,2,NA,4,NA,5,NA,4,NA,2,NA,5,NA,5,NA,4,NA,NA,NA,NA,NA,1,NA,NA,4,4,5,4,4,6,3,6,6,6,1,2,2,4,3,4,"severe"
"70",1,5,2,28,2,3,NA,1,0,0,1,4,1,2,0,0,"1,2,3,4,5",12258,40968,25968,31452,3065,5806,17097,33710,31452,77,4,1,NA,NA,NA,0,NA,NA,NA,NA,2,NA,NA,1,NA,NA,2,NA,NA,4,NA,5,NA,2,NA,4,NA,2,NA,2,NA,3,NA,2,NA,NA,NA,NA,NA,0,0,0,5,2,4,2,4,4,6,4,4,4,2,4,3,2,3,3,"severe"
"71",1,5,1,34,3,5,1,NA,0,0,2,4,2,3,0,0,"2,3,4,5",5372,7473,9007,24709,7935,10080,20433,29772,10765,60,5,1,NA,NA,0,NA,NA,20,NA,3,NA,NA,2,NA,NA,3,NA,3,NA,5,NA,1,NA,4,NA,4,NA,1,NA,1,NA,1,NA,2,NA,NA,0,0,0,NA,NA,NA,4,2,5,4,1,4,2,5,4,1,3,4,4,4,4,3,"mild"
"72",1,5,2,25,5,5,NA,1,0,0,2,3,1,4,21,0,"1,2,3,4,5",19405,40246,6877,39808,15815,25932,34356,16610,17746,21,5,4,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,4,NA,NA,3,NA,NA,3,NA,2,NA,6,NA,5,NA,3,NA,2,NA,1,NA,2,NA,NA,NA,NA,NA,0,1,1,4,2,4,2,4,6,4,5,6,6,1,4,2,3,4,1,"severe"
"73",1,5,1,21,3,1,NA,1,1,0,NA,3,NA,3,50,1,"4",0,NA,NA,0,NA,NA,NA,NA,NA,99,2,4,NA,NA,NA,1,NA,NA,NA,NA,3,NA,NA,3,NA,NA,3,NA,NA,4,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,NA,NA,NA,NA,1,NA,NA,4,4,4,5,3,1,3,4,4,4,1,2,2,2,2,2,"severe"
"74",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"severe"
"75",1,5,1,54,2,2,NA,1,0,0,4,3,4,5,15,0,"1,2,3,4,5",7714,14048,9786,20214,929,3571,13429,21429,15714,75,5,1,NA,NA,NA,1,NA,NA,NA,NA,5,NA,NA,4,NA,NA,6,NA,NA,5,NA,6,NA,5,NA,1,NA,6,NA,5,NA,5,NA,4,NA,NA,NA,NA,NA,1,NA,NA,4,3,5,4,5,7,6,6,4,6,2,1,3,2,1,2,"severe"
"76",1,5,2,56,7,2,NA,1,0,0,5,5,5,5,14,0,"1,2,3,4,5",15226,4854,1569,7938,2645,5752,2745,17840,6899,50,5,2,NA,NA,NA,1,NA,NA,NA,NA,6,NA,NA,6,NA,NA,6,NA,NA,2,NA,5,NA,6,NA,5,NA,6,NA,5,NA,6,NA,3,NA,NA,NA,NA,NA,1,NA,NA,4,5,6,6,5,1,3,3,7,4,1,3,2,2,2,3,"severe"
"77",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bluetooth"
"78",1,5,2,48,6,1,1,NA,0,0,2,4,2,1,6,0,"1,2,5",27482,31081,25808,22035,31147,27819,36418,41973,16972,55,5,1,NA,NA,1,NA,NA,80,NA,5,NA,NA,6,NA,NA,6,NA,3,NA,4,NA,5,NA,5,NA,3,NA,3,NA,6,NA,5,NA,6,NA,NA,1,NA,NA,NA,NA,NA,5,1,3,3,3,1,2,4,4,6,2,4,2,2,1,1,"mild"
"79",1,5,2,22,5,3,1,NA,0,0,2,3,2,4,28,0,"1,2,3,5",3255,17142,4033,18780,1010,3378,17305,34619,18234,75,4,3,NA,NA,1,NA,NA,30,NA,3,NA,NA,3,NA,NA,4,NA,4,NA,4,NA,2,NA,3,NA,4,NA,4,NA,3,NA,3,NA,2,NA,NA,1,NA,NA,NA,NA,NA,4,2,2,1,3,1,3,4,3,5,2,4,3,4,4,3,"mild"
"80",1,5,1,29,1,5,1,NA,0,0,2,2,2,4,7,0,"2",22258,31129,9516,32258,22258,31613,22581,28710,21452,50,5,1,NA,NA,1,NA,NA,30,NA,3,NA,NA,3,NA,NA,3,NA,5,NA,3,NA,4,NA,4,NA,5,NA,4,NA,4,NA,5,NA,3,NA,NA,1,NA,NA,NA,NA,NA,2,2,4,4,3,6,3,4,5,4,2,2,4,2,4,2,"mild"
"81",1,5,2,24,2,2,1,NA,1,0,NA,4,NA,5,24,1,"2",1129,4355,1774,4839,1129,1935,6774,10484,4516,70,9,NA,1,1,NA,NA,50,NA,4,NA,NA,4,NA,NA,4,NA,NA,NA,3,NA,4,NA,2,NA,2,NA,3,NA,3,NA,3,NA,3,2,0,1,NA,NA,NA,NA,NA,NA,2,2,2,4,4,5,3,4,5,4,1,2,3,3,3,2,"bluetooth"
"82",1,5,1,18,6,2,NA,1,0,0,3,4,3,5,50,0,"1,2",1129,1452,1129,2742,1129,968,2097,3387,0,70,9,1,NA,NA,NA,1,NA,NA,NA,NA,4,NA,NA,4,NA,NA,5,NA,NA,2,NA,5,NA,3,NA,6,NA,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,0,1,1,5,3,3,5,4,7,2,3,6,5,1,3,4,4,4,2,"severe"
"83",1,5,1,59,1,1,NA,1,0,0,4,3,4,4,31,0,"4,5",229,8427,1020,1751,1807,3539,1807,1638,2061,60,4,3,NA,NA,NA,1,NA,NA,NA,NA,5,NA,NA,4,NA,NA,5,NA,NA,5,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,NA,NA,NA,NA,1,NA,NA,3,3,4,4,4,4,3,2,6,3,1,1,1,1,1,1,"severe"
"84",1,5,2,52,7,1,1,NA,0,0,3,3,3,3,50,0,"1,4,5",19366,19789,8521,19437,19366,18944,19296,19366,17958,50,5,2,NA,NA,0,NA,NA,30,NA,3,NA,NA,3,NA,NA,3,NA,4,NA,4,NA,3,NA,4,NA,3,NA,4,NA,3,NA,4,NA,4,NA,NA,0,0,0,NA,NA,NA,4,3,3,4,3,5,3,4,4,4,2,3,3,2,2,2,"mild"
"85",1,5,2,23,3,3,NA,1,0,0,1,3,3,3,15,0,"2",968,33065,3065,29516,0,1129,32742,968,1129,50,9,1,NA,NA,NA,0,NA,NA,NA,NA,4,NA,NA,3,NA,NA,3,NA,NA,3,NA,3,NA,4,NA,4,NA,3,NA,4,NA,5,NA,4,NA,NA,NA,NA,NA,0,0,0,4,4,4,4,4,6,5,6,4,4,3,3,1,3,2,3,"severe"
"86",1,5,1,31,6,2,NA,1,0,0,4,2,2,2,10,0,"2",5587,11748,2579,21060,5874,3295,8023,42550,27794,22,3,3,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,2,NA,NA,1,NA,NA,1,NA,5,NA,3,NA,6,NA,1,NA,3,NA,2,NA,4,NA,NA,NA,NA,NA,1,NA,NA,3,5,6,6,6,7,6,5,3,2,2,3,3,2,2,3,"severe"
"87",1,5,1,18,2,3,NA,1,0,0,2,4,2,3,14,0,"5",2865,38539,3868,28510,11461,10315,28797,47278,26074,70,3,1,NA,NA,NA,0,NA,NA,NA,NA,3,NA,NA,2,NA,NA,3,NA,NA,4,NA,1,NA,4,NA,5,NA,1,NA,1,NA,2,NA,2,NA,NA,NA,NA,NA,0,0,1,2,1,1,2,1,1,1,3,4,6,3,4,4,3,4,3,"severe"
"88",1,5,1,54,6,3,1,NA,0,0,2,3,2,2,25,0,"1,5",1613,4355,3226,19355,323,2097,22097,32097,3710,80,5,1,NA,NA,1,NA,NA,60,NA,2,NA,NA,2,NA,NA,6,NA,5,NA,4,NA,5,NA,2,NA,2,NA,6,NA,5,NA,5,NA,2,NA,NA,1,NA,NA,NA,NA,NA,5,1,5,2,5,4,5,4,3,6,4,2,2,2,1,2,"mild"
"89",1,5,2,26,1,5,1,NA,0,0,2,3,2,2,34,0,"1,5",2034,3729,2260,5706,395,378,7458,20734,7119,60,4,NA,1,1,NA,NA,40,NA,4,NA,NA,4,NA,NA,4,NA,NA,NA,4,NA,6,NA,5,NA,4,NA,2,NA,4,NA,4,NA,5,3,1,NA,NA,NA,NA,NA,NA,NA,5,1,4,1,5,2,5,6,1,4,2,1,2,2,2,1,"bluetooth"
"90",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bluetooth"
"91",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"severe"
"92",1,5,2,31,2,5,1,NA,0,0,4,3,4,3,21,1,"5",8166,24499,5587,30516,1003,11891,31375,30659,23066,50,5,NA,4,1,NA,NA,10,NA,3,NA,NA,5,NA,NA,4,NA,NA,NA,1,NA,2,NA,2,NA,6,NA,5,NA,5,NA,3,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,5,3,3,5,5,2,1,6,6,5,1,2,3,3,3,3,"bluetooth"
"93",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mild"
"94",1,5,1,30,6,5,1,NA,0,0,1,3,3,3,35,0,"3",3548,31129,3710,20645,1129,10161,10806,31452,7742,10,9,NA,4,1,NA,NA,33,NA,3,NA,NA,4,NA,NA,6,NA,NA,NA,3,NA,1,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,6,0,0,NA,NA,NA,NA,NA,NA,6,5,6,6,6,7,6,7,7,7,4,2,2,3,3,2,"bluetooth"
"95",1,5,2,19,3,3,1,NA,0,0,2,4,2,3,0,0,"1",22417,37443,25319,33862,11177,16735,37325,50000,35220,50,5,NA,1,1,NA,NA,60,NA,3,NA,NA,3,NA,NA,4,NA,NA,NA,3,NA,5,NA,5,NA,2,NA,2,NA,5,NA,4,NA,5,4,1,NA,NA,NA,NA,NA,NA,NA,5,2,5,2,4,1,5,6,6,6,3,2,2,3,3,2,"bluetooth"
"96",1,5,1,29,1,3,1,NA,0,0,3,5,4,4,3,0,"4,5",20484,28548,45161,49516,33871,37903,24839,19677,32258,100,7,3,NA,NA,1,NA,NA,80,NA,1,NA,NA,1,NA,NA,2,NA,3,NA,5,NA,4,NA,3,NA,2,NA,5,NA,3,NA,4,NA,4,NA,NA,1,NA,NA,NA,NA,NA,4,4,2,3,2,5,2,4,5,2,1,2,3,4,2,3,"mild"
"97",1,5,2,19,5,3,1,NA,0,0,2,4,2,4,43,0,"1,2,4,5",3387,30968,10000,30000,17097,7581,29355,50000,36774,70,5,NA,1,1,NA,NA,50,NA,5,NA,NA,5,NA,NA,5,NA,NA,NA,6,NA,4,NA,5,NA,6,NA,4,NA,4,NA,4,NA,4,3,1,NA,NA,NA,NA,NA,NA,NA,5,3,5,3,5,2,3,3,5,5,1,2,1,2,1,1,"bluetooth"
"98",1,5,1,19,1,3,1,NA,1,1,NA,5,NA,3,20,0,"1,2,4,5",4728,27650,4011,22493,3438,287,10602,34814,6447,50,6,1,NA,NA,1,NA,NA,30,NA,6,NA,NA,6,NA,NA,6,NA,3,NA,3,NA,4,NA,2,NA,4,NA,2,NA,4,NA,3,NA,2,NA,NA,1,NA,NA,NA,NA,NA,3,4,3,2,4,7,4,3,6,4,1,3,1,4,2,2,"mild"
"99",1,5,1,23,5,2,1,NA,0,1,2,4,1,1,30,0,"6",20056,41243,25932,50000,25650,15593,42147,32316,21751,50,5,NA,1,1,NA,NA,10,NA,3,NA,NA,3,NA,NA,3,NA,NA,NA,3,NA,3,NA,3,NA,6,NA,5,NA,5,NA,2,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,3,2,4,2,4,2,3,5,5,5,4,2,3,2,4,2,"bluetooth"
"100",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bluetooth"
"101",1,5,1,29,2,5,1,NA,0,0,4,3,4,3,23,1,"2,4,5",22932,27471,20538,22388,23101,29765,18998,15070,24871,70,7,1,NA,NA,1,NA,NA,30,NA,5,NA,NA,4,NA,NA,5,NA,4,NA,2,NA,4,NA,5,NA,5,NA,5,NA,5,NA,4,NA,5,NA,NA,0,0,0,NA,NA,NA,4,4,4,4,5,5,5,6,5,6,2,2,2,4,2,1,"mild"
"102",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mild"
"103",1,5,2,24,3,2,NA,1,0,1,2,3,2,2,25,0,"2",3582,28510,30802,42980,10029,8596,23352,21920,17479,60,5,4,NA,NA,NA,0,NA,NA,NA,NA,2,NA,NA,2,NA,NA,3,NA,NA,4,NA,3,NA,3,NA,3,NA,3,NA,2,NA,4,NA,3,NA,NA,NA,NA,NA,1,NA,NA,4,4,4,4,4,5,4,5,5,5,2,2,2,2,2,2,"severe"
"104",1,5,2,22,6,3,1,NA,0,1,1,5,2,4,27,0,"1,2,3,4,5",4839,16290,2419,11452,15161,9032,4194,484,4839,70,4,NA,1,1,NA,NA,80,NA,5,NA,NA,5,NA,NA,5,NA,NA,NA,4,NA,4,NA,6,NA,3,NA,2,NA,5,NA,4,NA,6,2,1,NA,NA,NA,NA,NA,NA,NA,5,1,5,2,5,5,5,4,5,4,2,2,2,1,2,1,"bluetooth"
"105",1,5,2,23,2,3,1,NA,0,0,2,4,2,5,2,0,"1",9153,3531,12966,20904,14832,10226,21525,39209,5424,40,5,4,NA,NA,1,NA,NA,68,NA,5,NA,NA,4,NA,NA,4,NA,6,NA,4,NA,5,NA,6,NA,4,NA,4,NA,5,NA,6,NA,5,NA,NA,1,NA,NA,NA,NA,NA,4,4,6,3,2,5,5,3,5,6,3,4,4,3,1,2,"mild"
"106",1,5,2,18,1,3,1,NA,0,0,2,3,3,4,34,0,"1,2,3,5",4789,18380,3944,22394,1479,6127,19014,25704,13732,40,8,NA,4,1,NA,NA,30,NA,2,NA,NA,2,NA,NA,3,NA,NA,NA,3,NA,5,NA,4,NA,4,NA,2,NA,4,NA,5,NA,3,4,1,NA,NA,NA,NA,NA,NA,NA,2,4,5,3,3,1,1,5,5,5,3,1,2,2,1,2,"bluetooth"
"107",1,5,2,18,5,2,1,NA,0,1,1,3,1,2,0,0,"1,2",1544,33893,27060,38633,13789,13134,33141,28759,25800,70,7,1,NA,NA,0,NA,NA,70,NA,3,NA,NA,2,NA,NA,3,NA,2,NA,6,NA,1,NA,4,NA,6,NA,1,NA,1,NA,2,NA,1,NA,NA,0,0,1,NA,NA,NA,5,2,5,1,6,7,5,7,3,4,3,4,4,3,4,1,"mild"
"108",1,5,2,20,1,2,1,NA,0,0,3,4,2,3,20,0,"2",12097,11774,9032,7581,8710,7097,8548,5968,5161,100,2,2,NA,NA,1,NA,NA,100,NA,2,NA,NA,3,NA,NA,3,NA,3,NA,4,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,2,NA,NA,0,0,0,NA,NA,NA,3,2,3,4,3,5,3,4,4,3,2,2,1,2,2,2,"mild"
"109",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"severe"
"110",1,5,1,21,2,3,1,NA,0,1,1,3,1,2,14,0,"2",6901,4366,1197,9366,1268,1831,4648,20915,3662,70,5,4,NA,NA,1,NA,NA,90,NA,5,NA,NA,3,NA,NA,4,NA,5,NA,5,NA,3,NA,5,NA,2,NA,5,NA,4,NA,4,NA,5,NA,NA,1,NA,NA,NA,NA,NA,5,3,6,2,4,5,6,4,5,6,3,2,3,2,4,3,"mild"
"111",1,5,1,44,1,3,1,NA,1,1,NA,3,NA,4,18,1,"1,2,3,4,5",20339,9492,26610,45424,10508,8814,45593,49576,50000,14,4,NA,4,1,NA,NA,6,NA,4,NA,NA,3,NA,NA,4,NA,NA,NA,3,NA,3,NA,4,NA,5,NA,2,NA,5,NA,6,NA,6,4,1,NA,NA,NA,NA,NA,NA,NA,4,4,5,6,6,7,6,6,4,7,3,2,2,1,1,3,"bluetooth"
"112",1,5,1,35,4,1,1,NA,0,0,4,4,4,4,15,1,"2,3",10021,12209,2622,14063,15644,7892,11885,14288,16735,35,2,2,NA,NA,1,NA,NA,22,NA,3,NA,NA,4,NA,NA,2,NA,4,NA,3,NA,4,NA,4,NA,3,NA,4,NA,2,NA,3,NA,3,NA,NA,1,NA,NA,NA,NA,NA,4,4,3,4,3,5,4,5,4,5,3,3,1,2,2,2,"mild"
"113",1,5,2,25,4,5,1,NA,0,0,4,3,2,3,14,0,"5",5968,15000,4194,16129,7903,9839,12742,27903,21613,85,5,NA,4,0,NA,NA,60,NA,4,NA,NA,5,NA,NA,5,NA,NA,NA,4,NA,3,NA,4,NA,4,NA,3,NA,4,NA,3,NA,3,4,0,1,NA,NA,NA,NA,NA,NA,4,2,3,2,3,1,4,5,3,3,2,2,3,3,3,3,"bluetooth"
"114",1,5,1,19,7,5,1,NA,0,0,4,3,3,3,12,0,"3",5731,42264,15330,48424,2865,17765,12034,50000,15330,20,2,NA,1,1,NA,NA,50,NA,6,NA,NA,3,NA,NA,5,NA,NA,NA,3,NA,4,NA,4,NA,5,NA,2,NA,5,NA,2,NA,3,4,1,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,3,7,3,4,3,5,2,2,3,3,4,2,"bluetooth"
"115",1,5,1,69,1,2,1,NA,0,0,4,3,3,3,15,0,"4,5",2113,19507,3662,19789,4437,8380,20211,24014,9577,85,4,1,NA,NA,1,NA,NA,45,NA,4,NA,NA,4,NA,NA,4,NA,4,NA,5,NA,4,NA,5,NA,6,NA,2,NA,2,NA,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,5,2,5,2,3,1,2,6,6,6,2,2,3,3,3,3,"mild"
"116",1,5,2,22,2,3,1,NA,1,1,NA,4,NA,2,22,1,"2,5",3918,8419,1942,4961,789,1283,3041,4138,2237,65,5,2,NA,NA,1,NA,NA,30,NA,4,NA,NA,4,NA,NA,4,NA,4,NA,3,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,NA,1,NA,NA,NA,NA,NA,3,3,4,4,4,5,4,5,5,5,2,2,2,2,2,3,"mild"
"117",1,5,2,26,6,5,NA,1,0,0,1,5,2,2,14,0,"1,2,5,6",16452,35806,29355,17581,13548,34516,25161,29677,10645,60,4,1,NA,NA,NA,1,NA,NA,NA,NA,3,NA,NA,2,NA,NA,2,NA,NA,3,NA,1,NA,5,NA,4,NA,3,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,0,1,1,2,2,2,2,2,2,1,2,3,4,2,3,2,2,1,2,"severe"
