"","Finished","consent","gender","age","residence","education","smartphoneuse","COVID_pos","COVID_pos_others","COVID_probability_1","COVID_pers_harm","COVID_sev_general","COVID_pers_concern","COVID_concern4others","COVID_lost_job","COVID_info_source_1","COVID_info_source_2","COVID_info_source_3","COVID_info_source_4","COVID_info_source_5","COVID_info_source_6","COVID_info_source_7","COVID_info_trust_1","COVID_info_trust_2","COVID_info_trust_3","COVID_info_trust_4","COVID_info_trust_5","COVID_info_trust_6","Gov_understand","Gov_helpful","COVID_fatalaties_1","COVID_fatalaties_2","COVID_fatalaties_3","COVID_fatalaties_4","COVID_fatalaties_5","COVID_fatalaties_7","COVID_fatalaties_8","COVID_fatalaties_9","COVID_fatalaties_10","COVID_govresponse_1","COVID_govresponse_2","COVID_govresponse_3","COVID_govresponse_4","COVID_govresponse_5","COVID_govresponse_6","COVID_govresponse_7","COVID_govresponse_8","COVID_govresponse_9","COVID_comply_percent","COVID_comply_pers","RKI_technology","RKI_data_access","attention_check","RKI_download","RKI_download_time","RKI_left_installed","RKI_deinstalled","RKI_blutooth","RKI_upload","RKI_reasons","RKI_friends_family","RKI_future_download","RKI_reasons_not_down","RKI_prevalence_app_1","RKI_mandatory","reduce_lik_bt","return_activ_past","return_activ_fut","reduce_spread_past","reduce_spread_fut","ability_bt","decline_part_bt","proportionality_bt","sensitivity_bt","risk_of_harm_bt","trust_intentions_bt","trust_respectpriv_bt","data_security_bt","ongoing_control","acc_general_1","acc_general_2","acc_general_3","acc_general_4","acc_general_5","acc_general_6","wv_freemarket_best","wv_freemarket_lim","wv_lim_gov","sci_betterlives","sci_nextgenopp","Conspir_1","Conspir_2","Conspir_3","Conspir_4_REV","Conspir_5","Conspir_covid"
"21",1,5,1,33,7,3,1,0,0,0,2,1,1,1,0,1,2,4,2,2,1,1,2,1,3,2,2,1,1,1,11751,25537,12429,19209,11253,3616,25198,102373,44520,2,3,4,4,4,4,5,5,5,80,1,1,"1,4,2,3,5,7",2,2,NA,NA,"",NA,NA,"",NA,0,"2",20,0,1,1,1,1,1,1,5,1,5,5,1,1,1,1,4,4,4,4,4,4,4,2,7,4,3,7,7,7,1,5,7
"22",1,5,1,24,5,3,1,0,1,69,3,4,3,2,0,3,2,3,4,4,3,2,5,3,4,4,5,4,4,4,34368,34883,18631,40731,7656,28322,74214,165693,68285,3,3,2,4,2,3,4,5,4,70,5,2,"2",1,1,2,1,"",2,1,"2,3",0,NA,"",25,1,3,3,5,4,5,4,4,5,3,2,4,5,5,5,2,2,2,1,2,2,4,5,4,6,6,5,3,4,5,4,3
"23",1,5,1,21,1,3,1,0,1,27,4,4,4,5,0,4,5,4,3,3,3,2,3,5,4,3,4,5,5,4,39654,102928,24750,86743,83412,60555,63811,138186,62373,3,3,1,3,2,2,1,4,4,20,5,2,"2",1,1,2,1,"",2,1,"2,3",1,NA,"",15,1,4,3,4,4,4,5,6,5,5,2,6,5,4,3,2,1,3,2,2,2,4,5,2,7,6,5,4,6,6,4,6
"24",1,5,1,22,5,2,1,0,0,50,3,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2292,6304,7450,7450,4011,4011,4011,14327,8023,3,3,3,3,2,3,3,3,2,50,5,1,"2",1,1,3,1,"",1,1,"2,3",0,NA,"",33,0,2,2,2,2,2,3,6,6,2,2,5,5,5,2,2,3,2,1,3,3,3,1,7,5,6,3,5,4,2,7,3
"25",1,5,1,39,6,1,1,0,0,10,3,4,4,5,0,2,4,4,2,5,3,2,2,2,4,3,4,5,4,3,20685,160437,41356,109829,43847,25541,101485,171525,152769,2,4,2,3,2,2,3,5,5,30,5,1,"2",1,1,1,1,"",1,1,"2",1,NA,"",51,0,3,3,2,3,3,2,5,3,1,1,3,3,6,5,2,2,2,2,1,1,4,6,1,3,7,4,2,4,6,4,5
"26",1,5,1,48,6,2,1,0,0,8,2,3,1,2,1,3,3,3,4,4,4,2,3,2,2,3,4,5,3,4,44675,51451,26605,95599,123525,122498,129274,147960,140773,3,3,2,4,4,5,5,5,4,75,5,1,"8",1,2,NA,NA,"",NA,NA,"",NA,0,"4",19,0,2,1,1,2,2,5,5,1,4,1,2,3,3,3,2,2,2,2,2,2,4,5,7,6,5,6,6,6,6,6,6
"27",1,5,1,28,4,2,1,1,1,NA,NA,2,NA,1,1,2,2,3,3,4,2,2,3,3,2,4,4,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,4,1,1,3,3,4,8,2,1,"3",2,1,2,1,"",2,1,"2",1,NA,"",25,1,2,2,4,3,2,2,5,2,3,5,2,6,1,2,2,2,4,2,3,2,3,4,3,3,2,3,4,5,6,4,1
"28",1,5,2,33,5,1,1,0,1,18,3,2,2,2,0,3,2,4,3,3,3,2,3,2,4,3,3,4,4,3,40645,65161,52258,130323,76774,56774,105806,113548,67742,3,2,3,4,3,3,3,3,3,40,5,4,"8",1,2,NA,NA,"",NA,NA,"",NA,1,"",45,0,3,3,5,3,4,4,4,4,5,3,5,4,5,5,2,2,1,2,2,2,4,6,4,3,3,6,6,6,3,4,1
"29",1,5,2,29,2,5,1,0,0,29,4,4,4,4,1,4,4,5,2,4,5,2,2,2,4,2,2,3,2,2,86808,192065,106121,157599,161888,86704,148116,136513,87381,4,3,4,4,4,2,4,3,2,60,5,2,"2",1,2,NA,NA,"",NA,NA,"",NA,0,"1,2,4,5,6,9",58,0,2,1,2,2,2,3,4,1,5,5,1,2,1,2,3,4,3,4,3,4,4,5,4,4,5,7,6,7,2,7,6
"30",1,5,1,23,1,3,1,1,1,NA,NA,3,NA,3,1,1,3,3,3,3,1,3,3,3,2,5,2,1,3,2,52203,71412,13333,25763,76610,141921,66441,91525,107797,3,3,2,3,2,2,3,3,2,34,3,2,"2",2,1,1,1,"",2,2,"1",1,NA,"",63,1,2,2,3,3,4,3,5,2,3,3,2,3,3,3,1,2,2,3,3,2,3,3,5,5,4,4,3,5,1,2,5
"31",1,5,1,35,5,5,1,1,1,NA,NA,3,NA,3,1,2,4,3,1,1,2,3,3,5,4,3,3,4,1,3,148538,125554,142228,119360,113107,187003,132675,135860,97404,1,4,3,3,2,5,3,2,1,50,5,1,"3",3,1,3,1,"",2,2,"3",1,NA,"",67,1,1,4,3,3,5,3,4,3,2,4,4,2,4,5,1,2,4,3,3,3,4,3,3,3,3,4,3,5,3,2,4
"32",1,5,1,28,4,3,1,0,0,57,4,4,4,4,0,3,3,3,4,4,4,4,3,5,3,2,4,2,4,4,55587,128367,76791,95702,112321,120917,121490,130086,107163,3,2,2,4,1,3,2,1,2,20,6,1,"1,4,2,6,7",1,2,NA,NA,"",NA,NA,"",NA,0,"1,4,5,6",27,0,2,2,2,2,2,2,5,2,2,1,2,2,2,2,3,3,2,3,2,3,2,2,2,2,2,2,3,3,3,2,2
"33",1,5,2,33,2,2,1,1,1,NA,NA,2,NA,2,0,2,2,2,4,3,3,3,3,4,4,3,3,2,2,2,32684,32088,38837,63320,41081,27305,41736,43375,38808,2,3,3,3,3,2,3,4,4,4,2,2,"3",2,1,2,0,"2",NA,NA,"3",1,NA,"",18,1,2,2,2,2,3,3,4,3,3,3,3,3,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3
"34",1,5,1,34,6,5,1,0,0,29,4,4,4,5,1,2,3,3,4,4,4,2,3,1,3,4,4,5,3,3,37465,46761,12113,38873,14085,6197,34366,59437,38028,3,3,1,4,3,1,4,5,5,75,7,1,"2,6,7",1,1,2,1,"",2,1,"3,5",1,NA,"",35,0,5,2,4,2,5,6,4,5,4,2,5,6,5,4,4,2,4,3,2,2,3,6,3,4,6,3,2,3,6,5,2
"35",1,5,2,32,2,1,1,0,0,70,4,5,5,4,0,4,1,2,2,3,4,1,4,4,2,2,3,2,4,3,157288,150508,164068,179661,181695,172881,189660,NA,131525,2,4,2,3,3,3,3,3,3,20,5,4,"2",1,2,NA,NA,"",NA,NA,"",NA,0,"1,2,4,6,9",68,0,5,2,3,3,3,3,2,3,3,3,3,3,3,2,2,3,2,3,2,2,3,3,5,6,6,6,3,4,4,4,4
"36",1,5,2,27,3,2,1,0,0,0,1,5,1,2,0,1,5,1,1,5,5,1,2,5,1,1,5,5,1,1,33548,120000,9677,47742,81935,119355,150968,171613,70323,5,5,3,4,5,5,3,5,3,15,5,2,"4",1,2,NA,NA,"",NA,NA,"",NA,0,"1,2,4,6,8",11,0,1,1,1,1,1,2,5,1,3,5,1,1,1,1,3,4,3,4,1,2,6,6,7,5,7,6,7,6,5,7,6
"37",1,5,1,46,3,2,1,0,1,42,3,5,5,4,0,4,5,5,4,3,3,2,2,4,3,4,3,2,4,4,89395,115254,112006,124772,110650,115755,119254,121140,107119,4,2,4,3,3,3,3,3,3,30,5,1,"4",3,2,NA,NA,"",NA,NA,"",NA,1,"",39,1,4,4,5,4,5,4,2,5,5,6,5,6,5,4,1,2,2,1,2,1,6,6,5,6,5,6,6,6,4,6,5
"38",1,5,2,31,3,3,1,0,1,29,3,4,4,4,1,2,2,4,4,4,4,1,4,4,4,4,4,4,4,4,65429,74143,58714,106429,90143,88000,124857,151571,137571,3,4,2,4,4,4,4,5,3,55,5,4,"1,2,5",1,2,NA,NA,"",NA,NA,"",NA,0,"1,6",40,0,4,1,2,3,2,3,4,2,6,2,3,3,3,4,2,2,1,2,3,3,6,4,6,6,5,6,6,6,6,6,6
"39",1,5,2,30,7,1,1,0,1,27,5,4,5,5,0,3,4,4,5,5,4,4,4,4,5,4,4,4,4,4,59775,79940,73526,66542,47350,48862,57163,56501,71188,3,3,2,2,3,3,3,3,3,30,5,1,"2",4,1,2,0,"2",NA,NA,"2",1,NA,"",34,0,3,3,4,3,3,4,4,4,3,5,4,3,4,5,2,2,2,2,2,2,3,3,5,3,3,3,3,3,3,3,3
"40",1,5,2,19,2,4,1,1,1,NA,NA,4,NA,2,0,2,4,5,3,3,4,5,4,5,3,2,3,4,2,4,200000,200000,73548,136774,70323,88387,103871,200000,83226,5,3,1,3,3,3,4,4,4,1,9,4,"8",4,2,NA,NA,"",NA,NA,"",NA,0,"9",45,0,3,1,5,2,4,4,5,5,3,5,6,1,5,3,3,1,2,3,4,2,4,6,2,5,7,2,5,4,1,6,5
"41",1,5,1,39,3,3,1,0,0,21,2,2,2,3,0,5,1,2,3,3,3,1,4,2,2,4,4,4,3,3,4516,20645,10323,32258,1935,1290,41935,176774,50323,3,3,2,4,2,2,4,5,5,60,4,1,"1",1,2,NA,NA,"",NA,NA,"",NA,0,"4",20,0,2,1,2,3,3,4,4,5,2,1,6,5,5,3,3,4,4,4,4,4,5,5,5,6,6,1,1,1,7,1,1
"42",1,5,2,32,7,2,1,0,0,20,4,3,3,4,0,3,2,4,3,2,4,2,4,4,4,3,5,4,2,2,111186,62373,52881,121356,77764,130847,158591,200000,79666,3,4,3,3,2,4,4,5,4,35,6,2,"3",1,2,NA,NA,"",NA,NA,"",NA,0,"2,4,6",18,0,3,3,4,5,4,3,4,4,4,5,6,3,5,4,2,3,2,1,2,3,4,5,5,6,5,3,6,4,6,7,5
"43",1,5,2,50,2,2,1,0,1,20,5,4,5,4,0,2,4,3,3,2,2,2,2,3,2,3,2,3,3,3,50388,132428,137528,68792,9424,89191,108330,75665,110366,3,2,3,3,3,3,3,4,4,70,5,4,"1,2",1,2,NA,NA,"",NA,NA,"",NA,0,"4",31,0,3,1,3,2,4,2,6,2,3,3,1,2,3,3,2,3,2,2,2,2,4,2,4,2,6,4,4,5,4,5,6
"44",1,5,2,54,2,1,1,0,0,39,1,4,1,1,0,2,3,3,3,3,3,5,1,3,3,3,3,3,2,2,76441,64746,30339,108548,159322,136780,185424,77110,181535,3,4,NA,NA,NA,NA,NA,NA,NA,100,5,2,"1",1,2,NA,NA,"",NA,NA,"",NA,0,"1,2,3,4,5,6,8,9",76,0,2,1,1,2,2,1,4,3,1,2,3,3,3,3,2,1,2,2,2,1,1,1,1,1,2,3,2,1,2,1,1
"45",1,5,2,37,6,2,1,0,0,2,1,1,1,1,0,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,50,5,4,"8",1,2,NA,NA,"",NA,NA,"",NA,0,"1,2,5,6",0,0,1,1,1,1,1,1,6,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1
"46",1,5,2,27,5,5,1,0,1,80,3,3,2,4,0,5,3,3,5,5,5,2,5,1,3,5,4,5,5,4,1290,18710,3871,5806,4516,1935,7742,15484,5161,2,4,1,4,3,3,4,5,3,10,4,1,"1,5",1,1,2,1,"",1,1,"2,3,4",1,NA,"",20,1,5,3,5,4,4,5,6,6,3,1,6,6,6,5,3,1,2,3,1,1,2,6,2,7,7,1,1,1,7,1,1
"47",1,5,2,28,2,2,1,0,1,49,3,3,4,4,1,4,3,3,4,5,3,2,4,3,2,2,4,3,4,3,65806,37419,40645,96774,31613,20000,9677,21290,11613,4,4,4,3,2,5,2,2,2,30,5,3,"6",2,2,NA,NA,"",NA,NA,"",NA,0,"4",48,1,4,5,3,6,5,4,2,5,4,4,4,5,5,3,3,2,2,4,3,2,5,5,5,5,5,5,5,6,2,4,4
"48",1,5,1,52,3,3,1,0,0,10,3,3,2,3,0,5,2,3,5,2,2,1,5,2,3,5,3,2,3,3,17210,74390,93293,159313,50721,25547,142073,200000,151829,3,2,3,4,3,2,4,5,5,70,6,1,"1",1,1,1,1,"",1,1,"3",0,NA,"",30,0,1,1,1,1,3,5,6,6,6,1,6,6,6,6,3,4,3,4,4,4,1,4,6,6,6,1,1,1,7,1,1
"49",1,5,2,50,2,2,1,0,0,31,1,4,2,2,1,1,4,2,4,4,4,2,3,3,3,4,4,4,3,3,51220,151220,75000,98171,109756,115244,120122,146619,85809,3,3,3,3,3,4,3,4,3,50,4,4,"8",1,2,NA,NA,"",NA,NA,"",NA,0,"4",54,0,1,1,1,2,1,2,4,1,3,3,2,2,3,3,1,3,2,3,3,2,4,4,4,6,6,6,4,5,1,6,4
"50",1,5,1,37,2,1,1,0,0,20,3,5,4,4,0,4,4,3,1,5,4,4,2,2,3,4,4,4,4,4,94588,157966,50847,113898,161356,163390,178305,185763,142373,3,4,2,4,5,4,3,4,3,50,7,1,"4,2,7",1,2,NA,NA,"",NA,NA,"",NA,1,"",24,0,4,1,3,3,5,3,6,3,4,3,4,4,4,4,1,2,2,2,2,2,4,4,4,4,4,4,5,5,4,3,2
"51",1,5,2,27,2,3,1,1,1,NA,NA,2,NA,2,1,2,3,5,1,4,3,2,3,4,3,4,5,3,2,3,23158,200000,104845,200000,84505,90015,84984,117425,132381,3,4,3,5,5,4,5,3,5,40,2,3,"3",3,2,NA,NA,"",NA,NA,"",NA,1,"",58,1,3,5,2,5,6,5,4,2,5,6,3,4,3,3,2,1,4,3,2,2,3,4,NA,3,6,7,5,1,3,3,2
"52",1,5,2,32,7,2,1,0,0,2,1,2,2,2,0,2,4,5,4,2,2,1,2,2,3,4,2,1,3,2,6452,7742,645,1290,1290,7742,9032,9032,7742,4,4,5,4,5,3,4,3,4,80,5,2,"4,3,5,6",3,2,NA,NA,"",NA,NA,"",NA,0,"4",16,1,2,4,2,2,2,3,5,3,2,5,1,1,1,1,2,3,3,2,3,3,4,4,4,5,4,4,3,5,4,5,3
"53",1,5,2,20,2,2,1,0,1,48,3,3,2,2,0,3,2,4,1,3,2,2,4,4,5,2,3,3,3,3,64407,53333,38832,91299,52881,42034,117966,100565,70734,3,3,1,3,3,2,3,3,2,66,8,4,"4,3,6",4,2,NA,NA,"",NA,NA,"",NA,1,"",47,1,4,4,5,4,5,4,4,4,4,3,4,5,5,4,2,1,2,3,2,1,4,4,5,5,6,6,5,7,5,5,4
"54",1,5,2,56,3,2,1,0,0,52,5,4,4,3,0,3,3,2,3,3,4,2,4,4,3,4,4,4,4,4,102100,176948,96778,166135,104744,133556,162712,120070,115761,3,4,2,4,3,3,4,3,3,70,4,1,"2",1,2,NA,NA,"",NA,NA,"",NA,1,"",74,1,6,1,6,4,5,4,5,5,4,4,5,4,3,4,1,2,2,2,3,3,6,5,4,7,7,4,4,3,2,2,2
"55",1,5,2,32,6,5,1,0,0,50,4,3,3,4,0,4,1,2,2,2,1,1,4,1,3,3,3,1,4,3,10395,44972,9718,27345,8588,14237,25989,61921,21582,4,3,3,4,4,3,4,5,4,50,5,1,"2",1,2,NA,NA,"",NA,NA,"",NA,0,"9",40,0,3,1,2,3,3,3,5,5,2,2,5,4,5,5,3,3,3,4,3,3,3,5,4,3,5,1,1,1,7,1,1
"56",1,5,2,50,2,1,1,0,0,30,2,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,24859,25311,34350,48136,36384,18983,41130,56949,24922,3,3,3,3,3,3,3,3,3,20,5,4,"8",3,2,NA,NA,"",NA,NA,"",NA,1,"",29,1,2,4,4,3,4,3,4,4,4,3,4,3,3,3,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4
"57",1,5,1,68,6,2,1,0,0,79,5,4,5,5,0,5,1,3,5,5,5,2,5,1,3,5,5,5,5,5,7797,36441,5763,38983,4915,4746,53729,200000,76949,1,2,1,2,2,2,3,4,3,95,5,1,"5",1,2,NA,NA,"",NA,NA,"",NA,1,"",42,0,5,2,3,3,3,5,6,6,4,2,6,6,6,2,1,4,4,4,4,2,6,5,7,7,7,1,1,1,7,1,1
"58",1,5,1,71,6,2,1,0,0,80,4,4,3,4,0,5,5,5,5,5,5,5,3,4,4,4,4,5,4,4,23875,200000,157612,179913,98616,157209,183910,195810,89908,4,3,2,4,3,4,4,4,3,50,9,1,"1,2,5",1,2,NA,NA,"",NA,NA,"",NA,0,"1,4,8",20,1,5,2,5,2,5,5,3,5,5,2,6,5,5,5,3,4,2,3,1,3,6,4,6,6,6,2,2,3,6,4,4
"59",1,5,2,51,6,2,1,0,0,20,2,3,2,3,0,3,2,3,2,1,3,2,3,4,3,2,3,3,3,3,8588,96295,16949,36147,32099,31638,48588,47684,37986,3,3,3,3,3,3,3,3,3,80,6,2,"1,2,5",1,1,2,1,"",2,1,"2,3,4",1,NA,"",60,0,4,2,2,2,3,3,4,4,4,5,4,3,3,2,3,2,3,3,2,3,5,3,3,3,5,4,4,4,3,4,4
"60",1,5,1,60,3,1,1,0,0,86,5,4,5,5,0,2,3,1,2,1,4,1,2,3,1,3,3,5,4,4,133980,193459,75776,200000,103492,131763,135310,182317,97838,3,3,2,3,3,3,4,4,3,20,8,1,"1,2,5",1,1,2,1,"",1,1,"2,3,4,5",1,NA,"",50,1,4,4,4,5,5,3,6,5,4,2,5,5,1,5,1,1,2,2,1,1,4,4,1,7,7,4,4,4,4,4,4
"61",1,5,1,31,2,2,1,0,1,54,2,3,3,3,0,3,2,3,3,2,3,1,4,2,3,4,4,3,3,2,59209,78192,26441,175819,79774,73223,69153,200000,58079,3,4,3,4,3,3,4,4,4,30,4,1,"5",2,1,2,0,"4",NA,NA,"2,3",1,NA,"",30,0,4,3,4,4,2,2,4,4,4,4,4,3,3,4,3,3,2,4,4,3,5,3,6,6,5,5,5,4,3,7,3
"62",1,5,1,46,4,1,1,0,0,79,5,4,4,5,0,NA,1,1,1,5,5,3,4,2,3,1,5,5,4,4,97255,193725,27451,97255,50196,82353,121569,160784,118431,3,5,2,5,3,3,4,4,3,50,4,1,"1,2,3",1,2,NA,NA,"",NA,NA,"",NA,0,"1,2,5,9",60,0,4,2,4,4,4,4,6,4,4,1,3,1,2,4,2,2,2,3,3,4,1,7,5,5,6,7,7,7,2,7,5
"63",1,5,2,21,2,1,1,0,0,3,4,3,2,1,0,1,3,2,1,2,2,2,2,2,3,2,2,2,2,2,9677,200000,65806,143226,15484,29032,112258,170968,14839,3,2,2,4,2,2,3,3,2,70,8,1,"1,2,5",1,2,NA,NA,"",NA,NA,"",NA,1,"",30,0,2,2,2,2,2,6,6,4,4,3,4,2,3,4,2,2,2,2,3,2,4,4,7,6,6,7,6,6,3,6,5
"64",1,5,1,51,6,2,1,0,0,25,5,4,3,3,0,4,3,4,4,4,4,3,4,3,4,3,4,4,4,4,126197,200000,99155,200000,158873,179155,179718,200000,105915,2,4,3,2,3,3,2,5,3,75,5,1,"1,2,5",1,2,NA,NA,"",NA,NA,"",NA,1,"",65,1,5,1,5,5,5,5,5,4,3,2,4,4,5,5,2,2,3,2,2,3,5,5,6,6,7,5,2,2,6,1,3
"65",1,5,2,38,6,2,1,0,1,55,4,3,2,4,0,3,3,3,2,4,4,3,4,3,4,2,4,4,4,3,151069,152601,154296,192291,153051,20109,200000,200000,200000,2,2,2,2,2,2,2,2,2,50,5,3,"2",2,2,NA,NA,"",NA,NA,"",NA,1,"",50,0,4,1,4,4,4,6,6,4,4,5,4,1,4,4,4,3,3,3,4,4,3,3,3,3,3,5,5,5,4,5,4
"66",1,5,2,20,2,3,1,0,1,68,4,2,3,4,0,2,2,1,4,3,4,4,4,3,3,3,3,3,3,2,149227,64664,136486,158501,82879,148298,78686,183920,123019,3,2,2,2,3,4,3,4,3,50,7,1,"3",3,1,NA,NA,"",NA,NA,"1",0,NA,"",67,1,4,3,6,2,5,2,5,2,3,3,4,5,3,3,1,2,3,1,2,3,5,5,4,6,4,3,6,5,3,3,5
"67",1,5,1,22,4,5,1,0,1,50,2,4,2,5,0,3,4,2,2,3,5,1,4,3,3,4,2,4,4,4,9677,9032,12903,30968,645,4516,35484,174839,51613,3,3,1,3,2,2,4,5,4,65,5,4,"2,5",1,1,2,1,"",1,1,"2,3",1,NA,"",75,1,4,5,3,4,6,4,2,4,5,3,4,4,4,6,2,1,3,2,1,1,6,5,5,4,6,7,4,3,2,6,4
"68",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",1,5,1,20,4,3,1,0,0,20,1,3,2,2,0,2,2,2,1,4,3,1,4,2,2,3,4,5,3,3,2817,27042,11831,34930,1408,1408,6197,191831,7887,2,3,3,4,2,1,3,4,3,70,5,1,"1,2",1,1,2,1,"",2,1,"2,3",0,NA,"",30,0,2,2,2,3,3,5,6,5,3,1,5,5,6,4,2,4,3,4,4,2,3,5,5,6,6,2,1,1,7,1,3
"70",1,5,2,20,5,2,1,1,1,NA,NA,1,NA,4,0,2,1,3,3,2,1,2,3,3,4,4,3,2,3,5,137255,89412,138039,43922,63529,68235,177255,72157,61176,2,4,3,2,2,4,4,3,4,90,2,2,"5",2,1,3,1,"",2,2,"2,5",0,NA,"",44,0,3,3,6,2,6,3,5,3,4,3,3,2,4,1,4,3,2,1,1,2,4,5,5,5,6,5,7,1,2,2,1
"71",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",1,5,1,18,5,2,1,0,0,20,3,5,3,4,0,2,3,3,2,3,4,3,3,4,3,4,4,3,4,2,72622,115329,38781,110526,60299,107205,106628,115850,62248,3,3,4,3,2,1,4,5,5,58,4,3,"5",3,1,3,0,"4",NA,NA,"3",0,NA,"",42,1,3,4,4,4,5,5,2,4,4,4,4,5,4,4,3,4,3,3,3,3,5,3,5,5,5,6,5,4,5,5,4
"73",1,5,1,20,4,2,1,1,1,NA,NA,1,NA,2,1,1,3,3,2,2,2,4,3,3,3,3,4,4,1,3,30323,129032,122581,67097,50968,124516,83226,80645,74839,1,4,4,3,2,3,1,1,NA,40,1,1,"2",1,1,1,1,"",1,1,"1",1,NA,"",33,1,5,5,6,5,5,5,2,5,6,6,6,6,6,5,3,3,1,4,2,2,3,4,5,5,5,3,6,6,3,4,4
"74",1,5,2,21,3,3,1,0,0,14,3,3,2,3,1,3,3,3,3,2,2,3,2,4,4,4,3,4,5,4,24516,67742,9677,16129,8387,10323,13548,103226,20000,2,5,2,2,1,1,3,4,5,50,4,3,"5,8",3,2,NA,NA,"",NA,NA,"",NA,0,"4",28,1,2,1,2,2,2,2,5,2,3,2,4,4,4,5,2,2,2,3,2,2,4,4,4,5,6,4,3,4,4,3,3
"75",1,5,1,22,3,2,1,0,1,75,2,4,2,4,0,2,1,4,4,3,5,1,1,2,3,4,3,5,2,2,86533,153582,109456,100287,78510,71060,89398,83095,71633,2,2,4,3,2,4,3,3,3,55,4,1,"4",1,1,3,1,"",2,1,"2",1,NA,"",50,1,1,2,3,2,2,5,4,1,3,3,4,5,3,5,1,3,2,2,2,2,3,3,2,4,3,3,4,3,4,4,2
"76",1,5,2,38,4,2,1,0,1,55,2,3,1,4,0,2,4,4,3,2,4,4,1,5,3,4,4,3,2,4,21290,7742,3226,34194,3871,5806,21290,115484,7742,2,4,2,4,1,3,4,5,4,30,2,2,"3",4,1,2,1,"",2,1,"2",0,NA,"",47,1,2,3,5,3,4,2,3,4,2,5,1,5,5,2,3,2,3,2,3,2,3,5,4,5,3,5,6,2,4,5,6
"77",1,5,1,22,3,2,1,0,0,52,3,3,4,4,0,1,2,5,3,1,1,1,1,5,1,1,1,3,3,3,44424,77622,18277,62597,13529,26729,45168,137327,103166,1,3,3,3,5,4,4,1,1,20,2,2,"5",4,2,NA,NA,"",NA,NA,"",NA,0,"5",23,1,3,1,3,4,2,3,3,5,3,4,3,2,1,3,2,2,2,1,4,3,NA,1,4,5,4,4,2,4,4,3,4
"78",1,5,1,34,4,3,1,1,1,NA,NA,3,NA,3,0,2,2,5,2,2,2,3,2,2,3,4,3,3,5,3,96026,170205,71304,155301,71066,89895,105448,200000,54266,3,3,3,3,3,2,3,2,2,40,3,3,"5",3,1,3,1,"",3,1,"3",1,NA,"",67,1,1,3,3,4,4,4,2,2,3,3,2,3,1,5,3,3,3,3,2,4,3,5,5,4,4,5,3,5,6,4,2
"79",1,5,1,18,5,2,1,0,0,23,2,4,3,3,0,1,2,2,1,1,1,1,4,3,4,4,4,3,4,3,10323,36129,29677,67097,36129,30323,57419,93548,21935,3,2,2,3,3,3,3,4,3,60,4,1,"2",4,1,3,1,"",1,1,"1",1,NA,"",43,1,5,3,5,4,3,3,3,4,4,4,4,5,3,3,3,4,3,3,1,2,5,4,4,5,4,4,5,4,5,4,4
"80",1,5,2,18,2,2,1,0,0,0,4,3,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,81810,26058,7143,32762,69512,31333,67714,42762,72857,3,3,3,3,3,3,3,3,3,100,4,2,"8",1,2,NA,NA,"",NA,NA,"",NA,0,"4",50,0,3,1,3,3,3,3,4,3,3,3,3,3,3,3,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4
"81",1,5,2,21,5,1,1,0,1,30,3,4,4,5,0,2,4,5,3,2,3,1,4,5,3,3,5,5,5,4,87106,151289,57307,120344,76218,105444,55587,97994,60172,3,4,2,3,3,4,3,3,3,60,5,2,"2",1,2,NA,NA,"",NA,NA,"",NA,1,"",54,1,5,3,5,5,5,6,4,6,5,2,6,6,6,5,2,2,2,3,1,2,3,4,6,5,6,6,6,6,3,6,6
